school_id,year,name,medical-exemptions,religious-exemptions,polio,measles,mumps,rubella,diphtheria,hepb,varicella,completely-immunized,street,city,county,state,zip,latitude,longitude,address,address2
3.43E+11,2014-2015,St. Joseph School,0,0,99.7,100,100,100,99.7,99.7,81,81,28-46 44TH ST,LONG ISLAND CITY,QUEENS,NY,11103,40.7551804,-73.9176712,"28-46 44TH ST, LONG ISLAND CITY, NY, 11103","44th St, Long Island City, NY 11101"
3.43E+11,2014-2015,True Deliverance Christian School,0,0,100,100,100,100,100,100,100,100,188-15 TURIN DRIVE,ST. ALBANS,QUEENS,NY,11412,40.6934506,-73.7647296,"188-15 TURIN DRIVE, ST. ALBANS, NY, 11412","188-15 Turin Dr, st Albans, NY 11412"
3.21E+11,2014-2015,St. Barnabas H S,0,0,100,100,100,100,100,100,100,100,425 E 240TH ST,BRONX,BRONX,NY,10470,40.9013486,-73.8649236,"425 E 240TH ST, BRONX, NY, 10470","425 E 240th St, Bronx, NY 10470"
3.21E+11,2014-2015,Ss Peter & Paul School,0,0.55,99.5,98.4,99.5,98.4,99.5,98.9,99.5,94,838 BROOK AVENUE,BRONX,BRONX,NY,10451,40.8219834,-73.9108262,"838 BROOK AVENUE, BRONX, NY, 10451","838 Brook Ave, Bronx, NY 10451"
3.32E+11,2014-2015,Bais Rivkah School,0.36,3.95,94.4,93.7,93.7,93.7,94.4,93.4,93.6,93.2,470 LEFFERTS AVENUE,BROOKLYN,KINGS,NY,11225,40.6622543,-73.9462814,"470 LEFFERTS AVENUE, BROOKLYN, NY, 11225","470 Lefferts Ave, Brooklyn, NY 11225"
3.10E+11,2014-2015,Cathedral School (The),0,0,100,100,100,100,100,100,100,100,319 E 74TH ST,NEW YORK,NEW YORK,NY,10021,40.7698338,-73.9566109,"319 E 74TH ST, NEW YORK, NY, 10021","319 E 74th St, New York, NY 10021"
3.43E+11,2014-2015,Bnos Malka Academy,0.31,0.92,97.2,95.7,95.7,95.7,97.2,97.2,95.7,93,71-02 113 STREET,FOREST HILLS,QUEENS,NY,11375,40.7231386,-73.8382416,"71-02 113 STREET, FOREST HILLS, NY, 11375","71-02 113th St, Forest Hills, NY 11375"
3.10E+11,2014-2015,George Jackson Academy,0.76,0,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,104 ST MARK'S PL,NEW YORK,NEW YORK,NY,10009,40.7270241,-73.98452,"104 ST MARK'S PL, NEW YORK, NY, 10009","104 st Marks Pl, New York, NY 10009"
3.32E+11,2014-2015,St. Francis Xavier School,0,0,100,100,100,100,100,100,97.5,97.5,763 PRESIDENT ST,BROOKLYN,KINGS,NY,11215,40.6745209,-73.977571,"763 PRESIDENT ST, BROOKLYN, NY, 11215","763 President St, Brooklyn, NY 11215"
3.31E+11,2014-2015,Yeshiva Jesode Hatorah,0,0.89,99.1,99.1,99.1,99.1,99.1,99.1,97.3,97.3,505 BEDFORD AVENUE,BROOKLYN,KINGS,NY,11211,40.7061844,-73.9629974,"505 BEDFORD AVENUE, BROOKLYN, NY, 11211","505 Bedford Ave, Brooklyn, NY 11211"
3.43E+11,2014-2015,Divine Mercy Catholic Academy,0,0.96,99,99,99,99,99,99,99,96.6,101-60 92 STREET,OZONE PARK,QUEENS,NY,11416,40.6825226,-73.8481014,"101-60 92 STREET, OZONE PARK, NY, 11416","101-60 92nd St, Ozone Park, NY 11416"
3.10E+11,2014-2015,The City And Country School,0.73,4.36,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,146 W 13TH ST,NEW YORK,NEW YORK,NY,10011,40.7373791,-73.9991426,"146 W 13TH ST, NEW YORK, NY, 10011","146 W 13th St, New York, NY 10011"
3.43E+11,2014-2015,St. Gregory The Great School,0,0.36,99.6,99.6,99.6,99.6,99.6,99.6,98.2,94.6,244-44 87TH AVENUE,LITTLE NECK,QUEENS,NY,11426,40.7301465,-73.7220557,"244-44 87TH AVENUE, LITTLE NECK, NY, 11426","244-44 87th Ave, Bellerose, NY 11426"
3.43E+11,2014-2015,Rising Stars Islamic School,0,0,100,100,100,100,100,100,100,100,166-26 89TH AVENUE,JAMAICA,QUEENS,NY,11432,40.7081772,-73.7949427,"166-26 89TH AVENUE, JAMAICA, NY, 11432","166-26 89th Ave, Jamaica, NY 11432"
3.43E+11,2014-2015,Mesivta Shaarei Chaim,0,0,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,716 BEACH 9TH ST,FAR ROCKAWAY,QUEENS,NY,11691,40.6022606,-73.7451324,"716 BEACH 9TH ST, FAR ROCKAWAY, NY, 11691","716 Beach 9th St, Far Rockaway, NY 11691"
3.31E+11,2014-2015,The Co-Op School,0,0,94.7,100,100,100,94.7,97.4,97.4,94.7,40 BREVOORT PLACE,BROOKLYN,KINGS,NY,11216,40.6800637,-73.9540379,"40 BREVOORT PLACE, BROOKLYN, NY, 11216","40 Brevoort Pl, Brooklyn, NY 11216"
3.21E+11,2014-2015,St. Barnabas Elem School,0,0,100,100,100,100,100,100,100,100,413 E 241 STREET,BRONX,BRONX,NY,10470,40.9019896,-73.8653702,"413 E 241 STREET, BRONX, NY, 10470","413 E 241st St, Bronx, NY 10470"
3.31E+11,2014-2015,Brooklyn Waldorf School,0,28.48,70.3,70.9,70.9,70.9,70.3,66.1,61.2,57.6,11 JEFFERSON AVENUE,BROOKLYN,KINGS,NY,11238,40.6825159,-73.9570038,"11 JEFFERSON AVENUE, BROOKLYN, NY, 11238","11 Jefferson Ave, Brooklyn, NY 11238"
3.53E+11,2014-2015,Bishop Patrick V Ahern High School,0,0,100,100,100,100,100,100,100,100,315 ARLENE STREET,STATEN ISLAND,RICHMOND,NY,10314,40.6101928,-74.1649058,"315 ARLENE STREET, STATEN ISLAND, NY, 103143205","315 Arlene St, Staten Island, NY 10314"
3.43E+11,2014-2015,Queens Centers For Progress,4.55,0,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,82-25  164TH STREET,JAMAICA,QUEENS,NY,11432,40.718795,-73.803375,"82-25 164TH STREET, JAMAICA, NY, 11432","8225 164th St, Jamaica, NY 11432"
3.42E+11,2014-2015,Our Lady Of Hope School,0.18,0,99.8,99.5,99.5,99.5,99.8,99.8,99.8,99.3,61-21 71ST ST,MIDDLE VILLAGE,QUEENS,NY,11379,40.7208641,-73.8868318,"61-21 71ST ST, MIDDLE VILLAGE, NY, 11379","61-21 71st St, Middle Village, NY 11379"
3.32E+11,2014-2015,Torah Vodaath H S,0,0,100,100,100,100,100,100,100,100,425 E NINTH ST,BROOKLYN,KINGS,NY,11218,40.6377373,-73.9692688,"425 E NINTH ST, BROOKLYN, NY, 11218","425 E 9th St, Brooklyn, NY 11218"
3.53E+11,2014-2015,Our Lady Of Mt. Carmel,0,0,100,100,100,100,100,100,100,100,285 CLOVE RD,STATEN ISLAND,RICHMOND,NY,10310,40.6332464,-74.1257349,"285 CLOVE RD, STATEN ISLAND, NY, 10310","285 Clove Rd, Staten Island, NY 10310"
3.21E+11,2014-2015,St. Theresa School,0,0,100,100,100,100,100,100,100,88.8,2872 ST THERESA AVENUE,BRONX,BRONX,NY,10461,40.8491249,-73.8335266,"2872 ST THERESA AVENUE, BRONX, NY, 10461","2872 st Theresa Ave, Bronx, NY 10461"
3.21E+11,2014-2015,Our Saviour Lutheran School,0,0,83.4,83.4,83.4,83.4,83.4,83.4,83.4,75.8,1734 WILLIAMSBRIDGE,BRONX,BRONX,NY,10461,40.8495069,-73.8506743,"1734 WILLIAMSBRIDGE, BRONX, NY, 10461","1734 Williamsbridge Rd, Bronx, NY 10461"
3.32E+11,2014-2015,Phyl'S Academy Prep School,0,0,100,100,100,100,100,100,100,100,3520 TILDEN AVENUE,BROOKLYN,KINGS,NY,11203,40.6467056,-73.9436493,"3520 TILDEN AVENUE, BROOKLYN, NY, 11203","3520 Tilden Ave, Brooklyn, NY 11203"
3.21E+11,2014-2015,St. Ann Elem School,0.56,0,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,3511 BAINBRIDGE AVENUE,BRONX,BRONX,NY,10467,40.8813916,-73.8784365,"3511 BAINBRIDGE AVENUE, BRONX, NY, 10467","3511 Bainbridge Ave, Bronx, NY 10467"
3.31E+11,2014-2015,Uta,0,1.64,97.6,97.6,97.6,97.6,95.3,97.6,96.8,93.4,82 LEE AVENUE,BROOKLYN,KINGS,NY,11211,40.704998,-73.9596024,"82 LEE AVENUE, BROOKLYN, NY, 11211","82 Lee Ave, Brooklyn, NY 11211"
3.21E+11,2014-2015,Regent School,0,0,100,100,100,100,100,100,100,100,719 E 216TH ST,BRONX,BRONX,NY,10467,40.8813744,-73.8630066,"719 E 216TH ST, BRONX, NY, 10467","719 E 216th St, Bronx, NY 10467"
3.10E+11,2014-2015,Montessori School Of Ny,0,0,100,100,100,100,100,100,100,100,347 EAST 55TH ST,NEW YORK,NEW YORK,NY,10022,40.757469,-73.964363,"347 EAST 55TH ST, NEW YORK, NY, 10022","347 E 55th St, New York, NY 10022"
3.53E+11,2014-2015,St. Joseph Hill Academy-Elem,0,0,100,100,100,100,100,100,100,100,850 HYLAN BOULEVARD,STATEN ISLAND,RICHMOND,NY,10305,40.5996132,-74.0702515,"850 HYLAN BOULEVARD, STATEN ISLAND, NY, 10305","850 Hylan Blvd, Staten Island, NY 10305"
3.43E+11,2014-2015,St. Mary Gate Of Heaven School,0,0,100,100,100,100,100,100,100,100,104-06 101ST AVENUE,OZONE PARK,QUEENS,NY,11416,40.6862569,-73.8388351,"104-06 101ST AVENUE, OZONE PARK, NY, 11416","104-06 101st Ave, Ozone Park, NY 11416"
3.10E+11,2014-2015,Rodeph Sholom Day School,0,0.22,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,10 W 84TH ST,NEW YORK,NEW YORK,NY,10024,40.7841187,-73.9712219,"10 W 84TH ST, NEW YORK, NY, 10024","10 W 84th St, New York, NY 10024"
3.10E+11,2014-2015,St. Bernards School,0,0.48,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,4 E 98TH ST,NEW YORK,NEW YORK,NY,10029,40.7887077,-73.9542084,"4 E 98TH ST, NEW YORK, NY, 10029","4 E 98th St, New York, NY 10029"
3.32E+11,2014-2015,Yeshiva Birchas Shmuel,0,0,98.9,96.7,96.7,96.7,98.9,97.8,97.8,93.3,1214 E 15 ST,BROOKLYN,KINGS,NY,11230,40.6198235,-73.9606705,"1214 E 15 ST, BROOKLYN, NY, 11230","1214 E 15th St, Brooklyn, NY 11230"
3.10E+11,2014-2015,The Parkside School,5,0,92.5,92.5,92.5,92.5,92.5,92.5,88.8,87.5,48 W 74TH ST,NEW YORK,NEW YORK,NY,10023,40.7782745,-73.9773407,"48 W 74TH ST, NEW YORK, NY, 10023","48 W 74th St, New York, NY 10023"
3.32E+11,2014-2015,Raven'S Daycare And Elementary School Inc,0,0,80.6,100,100,100,86.1,100,86.1,80.6,1102 E 92 STREET,BROOKLYN,KINGS,NY,11236,40.6422882,-73.9064331,"1102 E 92 STREET, BROOKLYN, NY, 11236","1102 E 92nd St, Brooklyn, NY 11236"
3.43E+11,2014-2015,St. Francis Of Assisi School,0,1.38,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,21-18 46TH ST,LONG ISLAND CITY,QUEENS,NY,11105,40.771698,-73.9008719,"21-18 46TH ST, LONG ISLAND CITY, NY, 11105","21-18 46th St, Astoria, NY 11105"
3.10E+11,2014-2015,Lyceum Kennedy,0,0,100,100,100,100,100,100,100,100,225 E 43RD ST,NEW YORK,NEW YORK,NY,10017,40.7510338,-73.9724045,"225 E 43RD ST, NEW YORK, NY, 10017","225 E 43rd St, New York, NY 10017"
3.32E+11,2014-2015,Yeshivat Shaare Rahamim,0,0,100,100,100,100,100,100,100,100,1244 E 7TH STREET,BROOKLYN,KINGS,NY,11230,40.6205826,-73.9686737,"1244 E 7TH STREET, BROOKLYN, NY, 11230","1244 E 7th St, Brooklyn, NY 11230"
3.32E+11,2014-2015,Lubavitcher H S,0,2.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,841 OCEAN PARKWAY,BROOKLYN,KINGS,NY,11230,40.6279852,-73.9708594,"841 OCEAN PARKWAY, BROOKLYN, NY, 11230","841 Ocean Pkwy, Brooklyn, NY 11230"
3.10E+11,2014-2015,Calhoun School (The),0,0.73,99.3,99.3,99.3,99.3,99.3,99.3,98.5,97.8,433 W END AVENUE,NEW YORK,NEW YORK,NY,10024,40.7853772,-73.9804778,"433 W END AVENUE, NEW YORK, NY, 10024","433 West End Ave, New York, NY 10024"
3.32E+11,2014-2015,Bais Brocho Of Karlin Stolin,0,0.31,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,4314 10TH AVENUE,BROOKLYN,KINGS,NY,11219,40.6421852,-73.9958344,"4314 10TH AVENUE, BROOKLYN, NY, 11219","4314 10th Ave, Brooklyn, NY 11219"
3.31E+11,2014-2015,Hychel Hatorah Of Williamsburg,0,0,100,100,100,100,100,100,100,100,70 FRANKLIN AVENUE,BROOKLYN,KINGS,NY,11205,40.6970964,-73.9586011,"70 FRANKLIN AVENUE, BROOKLYN, NY, 11205","70 Franklin Ave, Brooklyn, NY 11205"
3.43E+11,2014-2015,Yeshiva Univ H S For Girls,0,1.77,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,86-86 PALO ALTO STREET,QUEENS,QUEENS,NY,11423,40.718833,-73.7726911,"86-86 PALO ALTO STREET, QUEENS, NY, 11423","86-86 Palo Alto Street, Queens, NY, 11423"
3.32E+11,2014-2015,Yeshiva Gedolah Ohr Yisroel,0,0,100,100,100,100,100,100,100,100,8800 Seaview AVENUE,BROOKLYN,KINGS,NY,11236,40.6299095,-73.8963776,"8800 Seaview AVENUE, BROOKLYN, NY, 11236","8800 Seaview Ave, Brooklyn, NY 11236"
3.10E+11,2014-2015,Regis H S,0,0.38,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,55 E 84TH ST,NEW YORK,NEW YORK,NY,10028,40.7793651,-73.9592388,"55 E 84TH ST, NEW YORK, NY, 10028","55 E 84th St, New York, NY 10028"
3.10E+11,2014-2015,Trevor Day School,0.21,0.43,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,1WEST 88TH STREET,NEW YORK,NEW YORK,NY,10024,40.7866962,-73.9685185,"1WEST 88TH STREET, NEW YORK, NY, 10024","1 W 88th St, New York, NY 10024"
3.32E+11,2014-2015,Beth Rivka High School,0,1.88,97.7,97.9,97.9,97.9,97.9,96.9,97.9,96.9,310 CROWN STREET,BROOKLYN,KINGS,NY,11225,40.6659622,-73.9497986,"310 CROWN STREET, BROOKLYN, NY, 11225","310 Crown St, Brooklyn, NY 11225"
3.32E+11,2014-2015,Mesivta & Yeshiva Gedolah Of Manhattan Beach,0,0,100,100,100,100,100,100,100,100,59 WEST END AVENUE,BROOKLYN,KINGS,NY,11235,40.580257,-73.953208,"59 WEST END AVENUE, BROOKLYN, NY, 11235","59 West End Ave, Brooklyn, NY 11235"
3.11E+11,2014-2015,Our Lady Of Lourdes School,0,0,100,100,100,100,100,100,99.2,84.2,468 W 143RD ST,NEW YORK,NEW YORK,NY,10031,40.8237771,-73.9482826,"468 W 143RD ST, NEW YORK, NY, 10031","468 W 143rd St, New York, NY 10031"
3.11E+11,2014-2015,Good Shepherd School,0,0,100,100,100,100,100,100,100,100,620 ISHAM ST,NEW YORK,NEW YORK,NY,10034,40.8692131,-73.9209061,"620 ISHAM ST, NEW YORK, NY, 10034","620 Isham St, New York, NY 10034"
3.10E+11,2014-2015,The Beekman School,0,0,100,100,100,100,100,100,100,100,220 E 50TH ST,NEW YORK,NEW YORK,NY,10021,40.755291,-73.9700241,"220 E 50TH ST, NEW YORK, NY, 10021","220 E 50th St, New York, NY 10022"
3.21E+11,2014-2015,Our Lady Of The Assumption Sch,0,0,100,100,100,100,100,100,97.3,97.3,1617 PARKVIEW AVENUE,BRONX,BRONX,NY,10461,40.8453065,-73.8269535,"1617 PARKVIEW AVENUE, BRONX, NY, 10461","1617 Parkview Ave, Bronx, NY 10461"
3.32E+11,2014-2015,Yeshiva Rabbi Chaim Berlin,0.28,0,99.7,99.6,99.6,99.6,99.6,99.6,99.4,99,1310 AVENUE I,BROOKLYN,KINGS,NY,11230,40.627189,-73.963043,"1310 AVENUE I, BROOKLYN, NY, 11230","1310 Avenue I, Brooklyn, NY 11230"
3.32E+11,2014-2015,Bible Speaks Church Of Christ Academy (The),0,0,90.9,90.9,90.9,90.9,90.9,90.9,90.9,90.9,5205 FOSTER AVENUE,BROOKLYN,KINGS,NY,11203,40.6401939,-73.9266815,"5205 FOSTER AVENUE, BROOKLYN, NY, 11203","5205 Foster Ave, Brooklyn, NY 11203"
3.21E+11,2014-2015,Holy Family School,3.78,0.42,95.4,95.4,95.4,95.4,95.4,95.4,92.9,91.2,2169 BLACKROCK AVENUE,BRONX,BRONX,NY,10472,40.8292503,-73.8510513,"2169 BLACKROCK AVENUE, BRONX, NY, 10472","2169 Blackrock Ave, Bronx, NY 10472"
3.32E+11,2014-2015,Talmud Torah Ohel Yochanan,0,1.8,98.2,98.2,98.2,98.2,98,98,98.2,97.8,1325 38 STREET,BROOKLYN,KINGS,NY,11218,40.640839,-73.9850624,"1325 38 STREET, BROOKLYN, NY, 11218","1325 38th St, Brooklyn, NY 11218"
3.32E+11,2014-2015,Yeshiva Yagdil Torah,0,2.11,96,96,96,96,96,96,96,96,5110 18TH AVENUE,BROOKLYN,KINGS,NY,11204,40.6270523,-73.9826355,"5110 18TH AVENUE, BROOKLYN, NY, 11204","5110 18th Ave, Brooklyn, NY 11204"
3.21E+11,2014-2015,St. Clare School,0,0,99.7,99.7,99.7,99.7,99.7,99.7,99.7,97.4,1911 HONE AVENUE,BRONX,BRONX,NY,10461,40.8511101,-73.8565169,"1911 HONE AVENUE, BRONX, NY, 10461","1911 Hone Ave, Bronx, NY 10461"
3.31E+11,2014-2015,"Science, Language And Arts International School",4.88,4.88,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,126 ST. FELIX STREET,BROOKLYN,KINGS,NY,11217,40.6860619,-73.9774551,"126 ST. FELIX STREET, BROOKLYN, NY, 11217","126 st Felix St, Brooklyn, NY 11217"
3.10E+11,2014-2015,Park East Day School,0,0,97.4,96.8,98.1,98.1,97.4,97.4,97.4,96.8,164 E 68TH ST,NEW YORK,NEW YORK,NY,10065,40.7675124,-73.9633787,"164 E 68TH ST, NEW YORK, NY, 10065","164 E 68th St, New York, NY 10065"
3.43E+11,2014-2015,Wellspring Elementary,0,4.71,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,90-26 191ST STREET,HOLLIS,QUEENS,NY,11423,40.7133029,-73.7693813,"90-26 191ST STREET, HOLLIS, NY, 11423","90-26 191st St, Hollis, NY 11423"
3.32E+11,2014-2015,Our Lady Of Guadalupe School,0,0,100,100,100,100,100,100,100,100,1518 73RD ST,BROOKLYN,KINGS,NY,11228,40.6184721,-74.0013441,"1518 73RD ST, BROOKLYN, NY, 11228","1518 73rd St, Brooklyn, NY, 11228"
3.32E+11,2014-2015,Reach For The Stars Learning Center,5,10,85,85,85,85,85,85,85,85,1523 AVENUE M,BROOKLYN,KINGS,NY,11230,40.6184196,-73.9593506,"1523 AVENUE M, BROOKLYN, NY, 11230","1523 Avenue M, Brooklyn, NY 11230"
3.10E+11,2014-2015,Gateway Middle School,0,0,100,100,100,100,100,100,100,100,211 W 61ST ST-6TH FL,NEW YORK,NEW YORK,NY,10023,40.7720661,-73.9875394,"211 W 61ST ST-6TH FL, NEW YORK, NY, 10023","211 W 61st St, New York, NY 10023"
3.53E+11,2014-2015,World Harvest Deliverance Center Christian Academy,0,0,90.9,90.9,90.9,90.9,90.9,90.9,90.9,90.9,1521 CENTRAL AVENUE,FAR ROCKAWAY,RICHMOND,NY,11691,40.6053047,-73.7514038,"1521 CENTRAL AVENUE, FAR ROCKAWAY, NY, 11691","1521 Central Ave, Far Rockaway, NY 11691"
3.53E+11,2014-2015,Building Blocks Montessori,0,6.82,93.2,93.2,93.2,93.2,93.2,93.2,93.2,93.2,55 FOREST AVENUE,STATEN ISLAND,RICHMOND,NY,10301,40.631237,-74.090942,"55 FOREST AVENUE, STATEN ISLAND, NY, 10301","55 Forest Ave, Staten Island, NY 10301"
3.10E+11,2014-2015,St. Jean Baptiste H S,0.28,0,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,173 E 75TH ST,NEW YORK,NEW YORK,NY,10021,40.772097,-73.9600045,"173 E 75TH ST, NEW YORK, NY, 10021","173 E 75th St, New York, NY 10021"
3.10E+11,2014-2015,Stephen Gaynor School,0.31,0.63,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,148 WEST 90TH STREET,NEW YORK,NEW YORK,NY,10024,40.7897568,-73.9725952,"148 WEST 90TH STREET, NEW YORK, NY, 10024","148 W 90th St, New York, NY 10024"
3.10E+11,2014-2015,Alexander Robertson Sch,0,6,92,94,94,94,94,92,90,88,3 W 95TH STREET,NEW YORK,NEW YORK,NY,10025,40.7911185,-73.9653549,"3 W 95TH STREET, NEW YORK, NY, 10025","3 W 95th St, New York, NY 10025"
3.32E+11,2014-2015,Yesh Flatbush-J Braverman H S,0,0,99.8,99.7,99.7,99.7,99.8,99.5,99.2,99.2,1609 AVENUE J,BROOKLYN,KINGS,NY,11230,40.6253687,-73.9602399,"1609 AVENUE J, BROOKLYN, NY, 11230","1609 Avenue J, Brooklyn, NY 11230"
3.43E+11,2014-2015,Al-Ihsan Academy,0.49,0.73,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,130-08 ROCKAWAY BOULEVARD,SOUTH OZONE PARK,QUEENS,NY,11420,40.6749024,-73.8081653,"130-08 ROCKAWAY BOULEVARD, SOUTH OZONE PARK, NY, 11420","130-08 Rockaway Blvd, South Ozone Park, NY 11420"
3.32E+11,2014-2015,Mesilas Bais Yaakov,0,1.01,99,99,99,99,99,99,99,99,420 19TH ST.,BROOKLYN,KINGS,NY,11215,40.6583485,-73.985517,"420 19TH ST., BROOKLYN, NY, 11215","420 19th St, Brooklyn, NY 11215"
3.31E+11,2014-2015,Yeshiva Jesode Hatorah Wilson,0,3.98,94.5,95.5,95.5,95.5,95.5,95.5,94,93,195 WILSON ST,BROOKLYN,KINGS,NY,11211,40.7070732,-73.9602203,"195 WILSON ST, BROOKLYN, NY, 11211","195 Wilson St, Brooklyn, NY 11211"
3.21E+11,2014-2015,St. Brendan School,0,0,99.1,97.7,97.7,97.7,99.1,98.6,98.6,95.9,268 E 207TH ST,BRONX,BRONX,NY,10467,40.8755397,-73.8775051,"268 E 207TH ST, BRONX, NY, 10467","268 E 207th St, Bronx, NY 10467"
3.53E+11,2014-2015,Rabbi Jacob Joseph-Girls,0,0,100,100,100,100,100,98.9,97.8,97.8,400 CASWELL AVENUE,STATEN ISLAND,RICHMOND,NY,10314,40.6144981,-74.1504288,"400 CASWELL AVENUE, STATEN ISLAND, NY, 10314","400 Caswell Ave, Staten Island, NY 10314"
3.11E+11,2014-2015,Manhattan Christian Academy,0,0.33,99.7,99,99.7,99.7,99.7,99,99,98.3,401 W 205TH ST,NEW YORK,NEW YORK,NY,10034,40.8627014,-73.9181519,"401 W 205TH ST, NEW YORK, NY, 10034","401 W 205th St, New York, NY 10034"
3.32E+11,2014-2015,Beer Hagolah Institute-Hs,0,0,100,100,100,100,100,100,100,100,671 LOUISIANA AVENUE,BROOKLYN,KINGS,NY,11239,40.6458015,-73.8830643,"671 LOUISIANA AVENUE, BROOKLYN, NY, 11239","671 Louisiana Ave, Brooklyn, NY 11239"
3.43E+11,2014-2015,Torah Acad High School For Girls,10.31,0.31,86.6,86.9,86.9,86.9,86.9,86.6,82.5,82.2,636 LANETTE AVENUE,FAR ROCKAWAY,QUEENS,NY,11691,40.59935,-73.7424316,"636 LANETTE AVENUE, FAR ROCKAWAY, NY, 11691","Lanett Ave, Far Rockaway, NY 11691"
3.53E+11,2014-2015,Our Lady Help-Christians Sch,0,0,99.4,100,100,100,100,100,99.4,98.8,23 SUMMIT ST,STATEN ISLAND,RICHMOND,NY,10307,40.5095215,-74.2431412,"23 SUMMIT ST, STATEN ISLAND, NY, 10307","23 Summit St, Staten Island, NY 10307"
3.32E+11,2014-2015,Bais Yaakov Oz Vehodar,0,1.06,96.8,96.8,96.8,96.8,97.9,93.6,96.8,83,5506 16th AVENUE,BROOKLYN,KINGS,NY,11204,40.6276398,-73.9894104,"5506 16th AVENUE, BROOKLYN, NY, 11204","5506 16th Ave, Brooklyn, NY 11204"
3.10E+11,2014-2015,Shefa School,0,0,100,100,95.8,95.8,95.8,95.8,95.8,95.8,180 AMSTERDAM AVENUE,NEW YORK,NEW YORK,NY,10023,40.7764091,-73.9836426,"180 AMSTERDAM AVENUE, NEW YORK, NY, 10023","180 Amsterdam Ave, New York, NY 10023"
3.31E+11,2014-2015,Clara Muhammad School Of Masjid Khalifah,0,15.69,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,1174 BEDFORD AVENUE,BROOKLYN,KINGS,NY,11216,40.6839743,-73.9540936,"1174 BEDFORD AVENUE, BROOKLYN, NY, 11216","1174 Bedford Ave, Brooklyn, NY 11216"
3.33E+11,2014-2015,St. Frances Cabrini School,0,0,100,100,100,100,100,100,99.6,98.2,181 SUYDAM ST,BROOKLYN,KINGS,NY,11221,40.6999429,-73.9259297,"181 SUYDAM ST, BROOKLYN, NY, 11221","181 Suydam St, Brooklyn, NY 11221"
3.42E+11,2014-2015,Razi School,0,0.47,96.2,96.7,96.7,96.7,98.1,97.2,96.7,93,55-11 QUEENS BOULEVARD,WOODSIDE,QUEENS,NY,11375,40.7423674,-73.909872,"55-11 QUEENS BOULEVARD, WOODSIDE, NY, 11375","55-11 Queens Blvd, Woodside, NY 11377"
3.43E+11,2014-2015,St. Demetrios Greek American School,0.21,0.84,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,30-03 30TH DRIVE,ASTORIA,QUEENS,NY,11102,40.7655725,-73.9233535,"30-03 30TH DRIVE, ASTORIA, NY, 11102","30-03 30th Dr, Astoria, NY 11102"
3.53E+11,2014-2015,Jewish Foundation School,0,0.29,98.3,98.6,98.6,98.6,94.8,98.6,98,92.2,400 CASWELL AVENUE,STATEN ISLAND,RICHMOND,NY,10314,40.6144981,-74.1504288,"400 CASWELL AVENUE, STATEN ISLAND, NY, 10314","400 Caswell Ave, Staten Island, NY 10314"
3.32E+11,2014-2015,Brooklyn Heights Montessori School,0,2.45,97.5,97.5,97.5,97.5,97.5,95.7,94.5,92,185 COURT STREET,BROOKLYN,KINGS,NY,11201,40.6878891,-73.9929428,"185 COURT STREET, BROOKLYN, NY, 11201","185 Court St, Brooklyn, NY 11201"
3.10E+11,2014-2015,Fusion Academy Lincoln Center,0,0,100,95.6,95.6,100,100,100,93.3,93.3,157 COLUMBUS AVENUE 3RD FLOOR,NEW YORK,NEW YORK,NY,10023,40.7743185,-73.9809814,"157 COLUMBUS AVENUE 3RD FLOOR, NEW YORK, NY, 10023","157 Columbus Ave, New York, NY 10023"
3.42E+11,2014-2015,Redeemer Lutheran School,0,2.6,92.2,86.4,86.4,86.4,89.6,89,94.2,71.4,69-26 COOPER AVENUE,GLENDALE,QUEENS,NY,11385,40.701363,-73.881441,"69-26 COOPER AVENUE, GLENDALE, NY, 11385","69-26 Cooper Avenue, Glendale, NY, 11385"
3.10E+11,2014-2015,Aaron School,0,2.13,97.9,95.7,95.7,95.7,97.9,97.9,95.7,93.6,42 EAST 30TH STREET,NEW YORK,NEW YORK,NY,10016,40.7450248,-73.9843851,"42 EAST 30TH STREET, NEW YORK, NY, 10016","42 E 30th St, New York, NY 10016"
