"ID","WindForce","CLIWOC.Class","Beaufort","mps"
"909","unsettled winds","8",NA,NA
"910","unsteady","8",NA,NA
"911","unsteady breeze","8",NA,NA
"912","unsteady breezes","8",NA,NA
"913","unsteady trade","3","5","9.30000019"
"914","unsteady winds","8",NA,NA
"915","variabel squally","8",NA,NA
"916","variable","8",NA,NA
"917","variable airs","8",NA,NA
"918","variable breeze","8",NA,NA
"919","variable breezes","8",NA,NA
"920","variable breezes decreasing","8",NA,NA
"921","variable fresh gales","4","8","19"
"922","variable gales","8",NA,NA
"923","variable hard squalls","8",NA,NA
"924","variable increasing","8",NA,NA
"925","variable land sea breezes","8",NA,NA
"926","variable light airs","1","1","1"
"927","variable light breeze","2","2","2.5999999"
"928","variable light breezes","2","2","2.5999999"
"929","variable light squalls","8",NA,NA
"930","variable light trade","2","4","6.69999981"
"931","variable light winds","2","2","2.5999999"
"932","variable light winds increasing","2","2","2.9000001"
"933","variable moderate breezes","2","4","6.69999981"
"934","variable squalls","8",NA,NA
"935","variable squally","8",NA,NA
"936","variable squally weather","8",NA,NA
"937","variable squally winds","8",NA,NA
"938","variable strong breezes","3","6","12.3000002"
"939","variable trade","3","5","9.30000019"
"940","variable unsettled","8",NA,NA
"941","variable unsettled weather","8",NA,NA
"942","variable unsettled winds","8",NA,NA
"943","variable unsteady weather","8",NA,NA
"944","variable unsteady winds","8",NA,NA
"945","variable weather","8",NA,NA
"946","variable wind","8",NA,NA
"947","variable winds","8",NA,NA
"948","variable winds decreasing","8",NA,NA
"949","variable winds increasing","8",NA,NA
"950","varied","8",NA,NA
"951","varying very little","8",NA,NA
"952","very brisk gales","3","6","13.1000004"
"953","very cross winds","8",NA,NA
"954","very faint breezes","2","2","2"
"955","very fiery","8",NA,NA
"956","very fine breezes","3","5","8.69999981"
"957","very fine steady trade","3","6","12.3000002"
"958","very frequent smart squalls","8",NA,NA
"959","very fresh","8",NA,NA
"960","very fresh gale","4","8","19.7999992"
"961","very fresh gale frequent squalls","4","8","19.7999992"
"962","very fresh gales","4","8","19.7999992"
"963","very fresh settled trade","3","6","12.3000002"
"964","very fresh trade","3","6","13.1000004"
"965","very gentle breezes","2","3","4.5999999"
"966","very great gales","4","9","22.6000004"
"967","very hard","8",NA,NA
"968","very hard gale","4","10","27.3999996"
"969","very hard gale abated","4","10","26.7999992"
"970","very hard gale of wind","4","10","27.3999996"
"971","very hard gales","4","10","27.3999996"
"972","very hard gales of wind","4","10","27.3999996"
"973","very hard squall","8",NA,NA
"974","very hard squalls","8",NA,NA
"975","very hard with heavy squalls","8",NA,NA
"976","very heavy gale","4","9","23.5"
"977","very heavy gales","4","9","23.5"
"978","very heavy squall","8",NA,NA
"979","very heavy squalls","8",NA,NA
"980","very light","8",NA,NA
"981","very light airs","1","1","0.600000024"
"982","very light breeze","2","2","2"
"983","very light breezes","2","2","2"
"984","very light trade","2","4","6.0999999"
"985","very light variable airs","8",NA,NA
"986","very light winds","2","2","2"
"987","very little wind","2","2","2"
"988","very moderate","2","4","6.0999999"
"989","very moderate trade","3","5","9.30000019"
"990","very pleasant easy gale","2","3","4.5999999"
"991","very pleasant trade","3","5","9.30000019"
"992","very pleasant winds","2","4","6.69999981"
"993","very scant","1","1","1"
"994","very scant pleasant trade","3","5","8.69999981"
"995","very severe squalls","8",NA,NA
"996","very squally","8",NA,NA
"997","very stormy trade","4","10","26.7999992"
"998","very strong","8",NA,NA
"999","very strong gale","4","10","26.7999992"
"1000","very strong gales","4","10","26.7999992"
"1001","very strong squalls","8",NA,NA
"1002","very strong trade","3","7","16.2999992"
"1003","very strong wind","4","8","19.7999992"
"1004","very strong winds","4","8","19.7999992"
"1005","very tempestuous","4","11","31.6000004"
"1006","very uncertain","8",NA,NA
"1007","very uncertain squally weather","8",NA,NA
"1008","very unsettled","8",NA,NA
"1009","very unsettled frequent squalls","8",NA,NA
"1010","very unsettled weather","8",NA,NA
"1011","very unsettled winds","8",NA,NA
"1012","very variable","8",NA,NA
"1013","violent burst of wind","8",NA,NA
"1014","violent bursts of wind","8",NA,NA
"1015","violent gale","4","9","22.6000004"
"1016","violent gale of wind","4","9","22.6000004"
"1017","violent gales","4","9","22.6000004"
"1018","violent hard gales","4","10","27.3999996"
"1019","violent hard gusts","8",NA,NA
"1020","violent hard squalls","8",NA,NA
"1021","violent squalls","8",NA,NA
"1022","violent storm","4","11","30.8999996"
"1023","violent tornado","8",NA,NA
"1024","wind","8",NA,NA
"1025","wind abated","8",NA,NA
"1026","wind abating","8",NA,NA
"1027","wind declined","8",NA,NA
"1028","wind decreased","8",NA,NA
"1029","wind decreasing","8",NA,NA
"1030","wind dying away","8",NA,NA
"1031","wind freshened up","8",NA,NA
"1032","wind freshening","8",NA,NA
"1033","wind less","8",NA,NA
"1034","wind light","2","2","2.5999999"
"1035","wind rising","8",NA,NA
"1036","wind settled","8",NA,NA
"1037","wind variable","8",NA,NA
"1038","winds abated","8",NA,NA
"1039","winds all around","8",NA,NA
"1040","winds increasing","8",NA,NA
"1041","winds light","2","2","2.5999999"
"1042","winds variable","8",NA,NA
