"ID","WindForce","CLIWOC.Class","Beaufort","mps"
"1","","9",NA,NA
"2","0","1","0","0"
"3","1","1","1","1"
"4","10","4","10","26.7999992"
"5","11","4","11","30.8999996"
"6","12","4","12","35"
"7","2","2","2","2.5999999"
"8","3","2","3","4.5999999"
"9","4","2","4","6.69999981"
"10","5","3","5","9.30000019"
"11","6","3","6","12.3000002"
"12","7","3","7","15.3999996"
"13","8","4","8","19"
"14","9","4","9","22.6000004"
"15","aangename koelte","2","2","2.5999999"
"16","aanhoudend","8",NA,NA
"17","aanhoudende flauwe koelte","2","2","2.5999999"
"18","aanhoudende stijve koelte","3","6","12.3000002"
"19","aanhoudende storm","4","10","26.7999992"
"20","aannemend","8",NA,NA
"21","aannemend bramzeilskoelte","2","3","4.9000001"
"22","aannemend flauwe koelte","2","2","2.9000001"
"23","aannemend koelte","2","2","2.9000001"
"24","aannemend stijve gereefde marszeilskoelte","3","6","13.1000004"
"25","aannemend storm","4","10","27.3999996"
"26","aannemend van wind","8",NA,NA
"27","aannemend wind","8",NA,NA
"28","aannemende","8",NA,NA
"29","aannemende bramzeilskoelte","2","3","4.9000001"
"30","aannemende buiige bramzeilskoelte","2","3","4.9000001"
"31","aannemende coelte","2","2","2.9000001"
"32","aannemende dichtgereefde marszeilskoelte","3","7","16.2999992"
"33","aannemende dichtgereefde onderzeilskoelte","4","10","27.3999996"
"34","aannemende dubbelgereefde marszeilskoelte","3","6","13.1000004"
"35","aannemende flauwe bramzeilskoelte","2","3","4.9000001"
"36","aannemende flauwe koelte","2","2","2.9000001"
"37","aannemende frisse bramzeilskoelte","2","3","4.9000001"
"38","aannemende frisse gereefde marszeilskoelte","3","5","10"
"39","aannemende frisse marszeilskoelte","2","4","7.30000019"
"40","aannemende gemene bramzeilskoelte","2","3","4.9000001"
"41","aannemende gemene koelte","2","2","2.9000001"
"42","aannemende gereefde marszeilskoelte","3","5","9.30000019"
"43","aannemende harde koelte","3","7","16.2999992"
"44","aannemende harde wind","3","7","16.2999992"
"45","aannemende koelte","2","2","2.9000001"
"46","aannemende kouwe","2","2","2.9000001"
"47","aannemende kracht","8",NA,NA
"48","aannemende labber bramzeilskoelte","2","3","4.9000001"
"49","aannemende labberkoelte","2","2","2.9000001"
"50","aannemende lichte koelte","2","3","4.9000001"
"51","aannemende marszeilskoelte","2","4","7.30000019"
"52","aannemende mooie bramzeilskoelte","2","3","4.9000001"
"53","aannemende onderzeilskoelte","4","8","19.7999992"
"54","aannemende ongestadige bramzeilskoelte","2","3","4.9000001"
"55","aannemende ongestadige gereefde marszeilskoelte","3","5","10"
"56","aannemende ongestadige koelte","2","2","2.9000001"
"57","aannemende ongestadige marszeilskoelte","2","4","7.30000019"
"58","aannemende ongestadige stijve bramzeilskoelte","2","4","7.30000019"
"59","aannemende stijve bramzeilskoelte","2","4","7.30000019"
"60","aannemende stijve dubbelgereefde marszeilskoelte","3","6","13.8000002"
"61","aannemende stijve gereefde marszeilskoelte","3","6","13.1000004"
"62","aannemende stijve koelte","3","6","13.1000004"
"63","aannemende stijve kouwe","3","6","13.1000004"
"64","aannemende stijve marszeilskoelte","3","5","10"
"65","aannemende stijve onderzeilskoelte","4","9","23.5"
"66","aannemende stijve ongestadige marszeilskoelte","3","5","10"
"67","aannemende stijve wint","3","6","13.1000004"
"68","aannemende storm","4","10","27.3999996"
"69","aannemende van wind","8",NA,NA
"70","aannemende vliegende storm","4","10","25.5"
"71","aannemende wind","8",NA,NA
"72","aannemende zeer flauwe koelte","1","1","1.20000005"
"73","aannemende zware stormbuien","4","9","23.5"
"74","aanwakkerend","8",NA,NA
"75","aanwakkerend koelte","2","2","2.9000001"
"76","aanwakkerend koeltje","2","2","2.9000001"
"77","aanwakkerende","8",NA,NA
"78","aanwakkerende bovenbramzeilskoelte","2","2","2.9000001"
"79","aanwakkerende bramzeilskoelte","2","3","4.9000001"
"80","aanwakkerende briesjes","1","1","1.20000005"
"81","aanwakkerende flauwe bramzeilskoelte","2","3","4.9000001"
"82","aanwakkerende flauwe koelte","2","2","2.9000001"
"83","aanwakkerende frische bramzeilskoelte","2","3","4.9000001"
"84","aanwakkerende gereefde marszeilskoelte","3","5","10"
"85","aanwakkerende gestadige koelte","2","2","2.9000001"
"86","aanwakkerende koelte","2","2","2.9000001"
"87","aanwakkerende lichte koelte","1","1","1.20000005"
"88","aanwakkerende lucht","8",NA,NA
"89","aanwakkerende marszeilskoelte","2","4","7.30000019"
"90","aanwakkerende ongestadige koelte","2","2","2.9000001"
"91","aanwakkerende ongestadige koeltes","2","2","2.9000001"
"92","aanwakkerende passaat","2","4","7.30000019"
"93","aanwakkerende stijve bramzeilskoelte","2","4","7.30000019"
"94","aanwakkerende wind","8",NA,NA
"95","aanwakkerende wint","8",NA,NA
"96","aasemie","2","2","2.5999999"
"97","af- en aannemende koelte","8",NA,NA
"98","afbuiende koelte","8",NA,NA
"99","afbuigend","8",NA,NA
"100","afflaauwende stijve bramzeilskoelte","2","4","6.0999999"
"101","afflauwend","8",NA,NA
"102","afflauwende koelte","2","2","2"
"103","afnemend","8",NA,NA
"104","afnemend bramzeilskoelte","2","3","4"
"105","afnemend gereefde marszeilskoelte","3","5","8.69999981"
"106","afnemend marszeilskoelte","2","4","6.0999999"
"107","afnemend ongestadige koelte","2","2","2"
"108","afnemend stormweer","4","9","21.7000008"
"109","afnemend van gereefde marszeilskoelte","3","5","8.69999981"
"110","afnemend van wind","8",NA,NA
"111","afnemende","8",NA,NA
"112","afnemende bovenbramzeilskoelte","2","2","2"
"113","afnemende bramzeilskoelte","2","3","4"
"114","afnemende coelte","2","2","2"
"115","afnemende couwe","2","2","2"
"116","afnemende dichtgereefde koelte","8",NA,NA
"117","afnemende dichtgereefde marszeilskoelte","3","7","14.6999998"
"118","afnemende dubbelgereefde marszeilskoelte","3","6","11.6000004"
"119","afnemende en aannemende koeltes","8",NA,NA
"120","afnemende flauwe bramzeilskoelte","2","3","4"
"121","afnemende flauwe koelte","2","2","2"
"122","afnemende frisse bramzeilskoelte","2","3","4"
"123","afnemende frisse koelte","2","2","2"
"124","afnemende frisse marszeilskoelte","2","4","6.0999999"
"125","afnemende gemene bramzeilskoelte","2","3","4"
"126","afnemende gemene koelte","2","2","2"
"127","afnemende gemene labberkoelte","2","2","2"
"128","afnemende gereefde koelte","2","3","4"
"129","afnemende gereefde marszeilskoelte","3","5","8.69999981"
"130","afnemende gereefde onderzeilskoelte","4","9","21.7000008"
"131","afnemende harde wind","3","7","14.6999998"
"132","afnemende koelte","2","2","2"
"133","afnemende koelten","2","2","2"
"134","afnemende koeltens","2","2","2"
"135","afnemende koeltes","2","2","2"
"136","afnemende labberkoelte","2","2","2"
"137","afnemende lichte koelte","2","3","4"
"138","afnemende lucht","2","2","2"
"139","afnemende marszeilskoelte","2","4","6.0999999"
"140","afnemende onderzeilskoelte","4","8","18.1000004"
"141","afnemende ongestadige koelte","2","2","2"
"142","afnemende ongestadige stijve marszeilskoelte","3","5","8.69999981"
"143","afnemende rondgaande koelte","8",NA,NA
"144","afnemende stijfgereefde marszeilskoelte","3","5","8.69999981"
"145","afnemende stijve bramzeilskoelte","2","4","6.0999999"
"146","afnemende stijve gereefde marszeilskoelte","3","6","11.6000004"
"147","afnemende stijve gereefde onderzeilskoelte","4","10","25.5"
"148","afnemende stijve koelte","3","6","11.6000004"
"149","afnemende stijve marszeilskoelte","3","5","8.69999981"
"150","afnemende storm","4","10","25.5"
"151","afnemende stormbuien","4","9","21.7000008"
"152","afnemende van storm","4","10","25.5"
"153","afnemende wind","8",NA,NA
"154","afnemende zeer flauwe koelte","1","1","0.600000024"
"155","afruimende koelte","2","2","2"
"156","afschonende labberkoelte","2","2","2"
"157","afstillende","8",NA,NA
"158","afwerkende marszeilskoelte","2","4","6.0999999"
"159","afwisselend","8",NA,NA
"160","afwisselend licht","8",NA,NA
"161","afwisselend ongestadig","8",NA,NA
"162","afwisselende koelte","8",NA,NA
"163","al de zeilen bij","2","2","2.5999999"
"164","bedaard van koelte","8",NA,NA
"165","bedaarde wind","8",NA,NA
"166","bedarend van storm","4","10","25.5"
"167","beqaume koelte","2","2","2.5999999"
"168","bestendig","8",NA,NA
"169","bestendig varierende","8",NA,NA
"170","bijna doodstil","1","1","1"
"171","bijna stil","1","1","1"
"172","bijna zonder","1","1","1"
"173","bijzonder ongestadige bramzeilskoelte","2","3","4.5999999"
"174","bijzonder ongestadige koelte","2","2","2.5999999"
"175","black stil","1","0","0"
"176","blackstill","1","0","0"
"177","bladstil","1","0","0"
"178","blakstil","1","0","0"
"179","boven bramzeilskoelte","2","2","2.5999999"
"180","bovenbramzeilskoelte","2","2","2.5999999"
"181","bovenmarszeilskoelte","3","5","9.30000019"
"182","bovenste bramzeilskoelte","2","2","2.5999999"
"183","bramzeilen getopt","2","3","4.9000001"
"184","bramzeilskoelte","2","3","4.5999999"
"185","bramzijlskoelte","2","3","4.5999999"
"186","brave bramzeilskoelte","2","3","4.5999999"
"187","brave koelte","2","2","2.5999999"
"188","brave marszeilskoelte","2","4","6.69999981"
"189","briesie","1","1","1"
"190","briesje","1","1","1"
"191","buien van wind","8",NA,NA
"192","buiig weer","8",NA,NA
"193","buiige","8",NA,NA
"194","buiige bramzeilskoelte","2","3","4.5999999"
"195","buiige gereefde marszeilskoelte","3","5","9.30000019"
"196","buiige koelte","2","2","2.5999999"
"197","buiige wind","2","2","2.5999999"
"198","buijig van wind","8",NA,NA
"199","buijige flauwe koelte","1","1","1"
"200","buijige koelte","2","2","2"
"201","coeltje","2","2","2.5999999"
"202","de storm geweldig aannemende","4","10","27.3999996"
"203","de wind verhefte zich zeer","8",NA,NA
"204","dichtgereefd","8",NA,NA
"205","dichtgereefde marszeilskoelte","3","7","15.3999996"
"206","dichtgereefde onderzeilskoelte","4","10","26.7999992"
"207","digtgereefde marszeilskoelte","3","7","15.3999996"
"208","dikke gereefde marszeilskoelte","3","7","15.3999996"
"209","dobbelde gereefde marszeilskoelte","3","6","12.3000002"
"210","dood stil","1","0","0"
"211","dood stilte","1","0","0"
"212","doodstil","1","0","0"
"213","doodstilletjes","1","0","0"
"214","doodstilte","1","0","0"
"215","doorgaande bovenbramzeilskoelte","2","2","2.5999999"
"216","doorgaande bramzeilskoelte","2","3","4.5999999"
"217","doorgaande frische koelte","3","5","9.30000019"
"218","doorgaande gestadige ligte koelte","2","3","4.5999999"
"219","doorgaande gestadige stijve bramzeilskoelte","2","4","6.69999981"
"220","doorgaande koelte","2","2","2.5999999"
"221","doorgaande stijve koelte","3","6","12.3000002"
"222","doorkomend flauw briesje","1","1","1"
"223","doorkomend koelte","2","2","2"
"224","doorkomend zuchtje","1","1","1"
"225","doorkomende flaauwe zuchtjes","1","1","1"
"226","doorkomende frisse koelte","1","1","1"
"227","doorkomende koelte","2","2","2.5999999"
"228","doorkomende landwind","8",NA,NA
"229","doorkomende lichte koelte","2","3","4.5999999"
"230","doorkomende zuchtjes","1","1","1"
"231","doorstaande gereefde marszeilskoelte","3","5","9.30000019"
"232","doorstaande marszeilskoelte","2","4","6.69999981"
"233","doorstaande passaat","2","4","7.30000019"
"234","doorstaande storm","4","10","26.7999992"
"235","doostil","1","0","0"
"236","dootstil","1","0","0"
"237","drey winden","8",NA,NA
"238","drie reven in de marszeilen","3","7","15.3999996"
"239","driedubbelgereefde marszeilskoelte","3","7","15.3999996"
"240","dringende koelte","8",NA,NA
"241","dubbel betrokken marszeilskoelte","3","6","12.3000002"
"242","dubbelde gereefde marszeilskoelte","3","6","12.3000002"
"243","dubbeldegereefde marszeilskoelte","3","6","12.3000002"
"244","dubbele gereefde marszeilskoelte","3","6","12.3000002"
"245","dubbele marszeilskoelte","3","6","12.3000002"
"246","dubbelegereefde marszeils","3","6","12.3000002"
"247","dubbelgereefd","8",NA,NA
"248","dubbelgereefde bramzeilskoelte","3","5","9.30000019"
"249","dubbelgereefde koelte","3","5","9.30000019"
"250","dubbelgereefde marszeilskoelte","3","6","12.3000002"
"251","dubbelgereefde onderzeilskoelte","4","9","23.5"
"252","een luchtje","2","2","2.5999999"
"253","een lugtje","2","2","2.5999999"
"254","een weinig afnemende koelte","2","2","2"
"255","een weinig bedaard","8",NA,NA
"256","een weinig handzamer van wind","8",NA,NA
"257","een weinig ongestadig","8",NA,NA
"258","een weinig toenemende bramzeilskoelte","2","3","4.9000001"
"259","een weinig toenemende flauwe koelte","1","1","1.20000005"
"260","eenigzints handzamer weer","8",NA,NA
"261","egale koelte","2","2","2.5999999"
"262","engere marszeilskoelte","2","4","6.69999981"
"263","enigszins afnemende bramzeilskoelte","2","3","4"
"264","enigszins flauwtjes","1","1","1"
"265","enigszins handzamer van wind","8",NA,NA
"266","enkelgereefde marszeilskoelte","3","5","9.30000019"
"267","exelente gelegenheid","8",NA,NA
"268","extra goede wind","8",NA,NA
"269","fabel","2","2","2.5999999"
"270","felle","8",NA,NA
"271","felle stormbuien","4","9","22.6000004"
"272","felle wind","8",NA,NA
"273","fijne gereefde marszeilskoelte","3","5","9.30000019"
"274","fikse bovenbramzeilskoelte","2","2","2.9000001"
"275","fikse bramzeilskoelte","2","3","4.5999999"
"276","fikse koelte","2","2","2.9000001"
"277","firment","8",NA,NA
"278","flaauw","1","1","1"
"279","flaauwe bramzeilskoelte","2","3","4.5999999"
"280","flaauwe koelte","2","2","2.5999999"
"281","flaauwe zuchtjes","1","1","1"
"282","flauw","1","1","1"
"283","flauw aanwakkerende koelte","2","2","2.9000001"
"284","flauw afnemend","1","1","0.600000024"
"285","flauw briesje","1","1","1"
"286","flauw doorkomend","1","1","1"
"287","flauw doorkomende aanwakkerende koelte","1","1","1.20000005"
"288","flauw koelte","1","1","1"
"289","flauw koeltjes","1","1","1"
"290","flauw luchtje","1","1","1"
"291","flauw ongestadig","1","1","1"
"292","flauw zogge","1","1","1"
"293","flauw zuchtje","1","1","1"
"294","flauw zugtje","1","1","1"
"295","flauwe","2","3","4.9000001"
"296","flauwe aannemende bramzeilskoelte","2","3","4.5999999"
"297","flauwe aannemende koelte","2","2","2.9000001"
"298","flauwe aanwakkerende bramzeilskoelte","2","3","4.5999999"
"299","flauwe aanwakkerende koelte","2","2","2.9000001"
"300","flauwe afnemende bramzeilskoelte","2","3","4.5999999"
"301","flauwe afnemende koelte","2","2","2"
"302","flauwe afwisselende koelte","2","2","2.5999999"
"303","flauwe bovenbramzeilskoelte","2","2","2"
"304","flauwe bovenste bramzeilskoelte","2","2","2"
"305","flauwe bramzeilskoelte","2","3","4.5999999"
"306","flauwe bries","1","1","1"
"307","flauwe buiige koelte","1","1","1"
"308","flauwe doorkomende koelte","1","1","1"
"309","flauwe doorkomende zeewind","8",NA,NA
"310","flauwe gemene bramzeilskoelte","2","3","4.5999999"
"311","flauwe gereefde marszeilskoelte","3","5","8.69999981"
"312","flauwe koelte","1","1","1"
"313","flauwe koelte aanwakkerende","1","1","1.20000005"
"314","flauwe koelten","1","1","1"
"315","flauwe koeltens","1","1","1"
"316","flauwe koeltes","1","1","1"
"317","flauwe koeltie","1","1","1"
"318","flauwe koeltje","1","1","1"
"319","flauwe koeltjes","1","1","1"
"320","flauwe labbere bramzeilskoelte","2","2","2.5999999"
"321","flauwe labberkoelte","2","2","2"
"322","flauwe luchtjes","1","1","1"
"323","flauwe marszeilskoelte","2","4","6.0999999"
"324","flauwe onderzeilskoelte","4","8","18.1000004"
"325","flauwe ongestadige bramzeilskoelte","2","3","4"
"326","flauwe ongestadige koelte","1","1","1"
"327","flauwe ongestadige luchtjes","1","1","1"
"328","flauwe passaatkoelte","2","4","6.0999999"
"329","flauwe passeerende koelte","1","1","1"
"330","flauwe stil","1","1","0.600000024"
"331","flauwe wind","2","2","2.5999999"
"332","flauwe zuchtjes","1","1","1"
"333","flauwelijk","1","1","1"
"334","flauwte","1","1","1"
"335","flauwtjes","1","1","1"
"336","flinke bovenbramzeilskoelte","2","2","2.9000001"
"337","forse bramzeilskoelte","2","3","4.5999999"
"338","forse koelte","2","2","2.9000001"
"339","fraaie koelte","2","2","2.5999999"
"340","fris","8",NA,NA
"341","frische aanwakkerende koelte","1","1","1.20000005"
"342","frische bovenbramzeilskoelte","2","2","2.9000001"
"343","frische bramzeilskoelte","2","3","4.5999999"
"344","frische gereefde marszeilskoelte","3","5","10"
"345","frische koelte","1","1","1"
"346","frische ligte koelte","1","1","0.600000024"
"347","frisse aannemende bramzeilskoelte","2","3","4.5999999"
"348","frisse aannemende koelte","2","2","2.5999999"
"349","frisse aannemende marszeilskoelte","2","4","7.30000019"
"350","frisse aanwakkerende koelte","1","1","1.20000005"
"351","frisse afnemende bramzeilskoelte","2","3","4.5999999"
"352","frisse afnemende koelte","1","1","0.600000024"
"353","frisse afnemende marszeilskoelte","2","4","6.0999999"
"354","frisse bovenbramzeilskoelte","2","2","2.9000001"
"355","frisse bramzeils","2","3","4.9000001"
"356","frisse bramzeilskoelte","2","3","4.9000001"
"357","frisse bries","8",NA,NA
"358","frisse coelten","2","2","2.9000001"
"359","frisse dubbelgereefde marszeilskoelte","3","6","13.1000004"
"360","frisse flauwe bramzeilskoelte","2","3","4.9000001"
"361","frisse gemene bramzeilskoelte","2","3","4.9000001"
"362","frisse gemene koelte","2","2","2.9000001"
"363","frisse gemene marszeilskoelte","2","2","2.9000001"
"364","frisse gereefde bramzeilskoelte","2","4","6.69999981"
"365","frisse gereefde koelte","2","2","2.5999999"
"366","frisse gereefde marszeils couwe","3","5","10"
"367","frisse gereefde marszeilskoelte","3","5","10"
"368","frisse getopte marszeilskoelte","3","5","10"
"369","frisse koelte","1","1","1"
"370","frisse koelten","1","1","1"
"371","frisse koeltens","1","1","1"
"372","frisse koeltes","1","1","1"
"373","frisse labber","2","2","2.5999999"
"374","frisse labber bramzeilskoelte","2","3","4.5999999"
"375","frisse labberkoelte","2","2","2.5999999"
"376","frisse lichte koelte","1","1","1"
"377","frisse marszeils couwe","2","4","6.69999981"
"378","frisse marszeilskoelte","2","4","6.69999981"
"379","frisse onderzeilskoelte","4","8","19.7999992"
"380","frisse ongestadige bramzeilskoelte","2","3","4.9000001"
"381","frisse ongestadige gereefde marszeilskoelte","3","5","10"
"382","frisse ongestadige koelte","2","2","2.9000001"
"383","frisse ongestadige marszeilskoelte","2","4","6.69999981"
"384","frisse passaat","2","4","6.69999981"
"385","frisse passaat wind","2","4","6.69999981"
"386","frisse passaatkoelte","2","4","6.69999981"
"387","frisse stijve bramzeilskoelte","2","4","7.30000019"
"388","frisse stijve gereefde marszeilskoelte","3","6","12.3000002"
"389","frisse stijve koelte","3","6","12.3000002"
"390","frisse stijve marszeilskoelte","3","5","10"
"391","frisse zeilkoelte","8",NA,NA
"392","frissen bramzeilskoelte","2","3","4.5999999"
"393","frissen coelten","1","1","1"
"394","geen vertier","1","0","0"
"395","geen voortgang","1","0","0"
"396","geen wind","1","0","0"
"397","geheel afnemende","8",NA,NA
"398","geheel flauw","1","1","1"
"399","geheel kalm","1","0","0"
"400","geheel onegale marszeilskoelte","2","4","6.69999981"
"401","geheel stil","1","0","0"
"402","gematigde bramzeilskoelte","2","3","4.5999999"
"403","gematigde koelten","2","3","4.5999999"
"404","gemeen bramzeilskoelte","2","3","4.5999999"
"405","gemeen frisse bramzeilskoelte","2","3","4.5999999"
"406","gemeen gereefde marszeilskoelte","3","5","9.30000019"
"407","gemeen labbere bramzeilskoelte","2","2","2.5999999"
"408","gemeen marszeilskoelte","2","4","6.69999981"
"409","gemeene bramzeilskoelte","2","3","4.5999999"
"410","gemeene coelte","2","2","2.5999999"
"411","gemeene koelte","2","2","2.5999999"
"412","gemeene ongestadige koelte","2","2","2.5999999"
"413","gemeene slappe bramzeilskoelte","2","3","4.5999999"
"414","gemeenen bramzeilskoelte","2","3","4.5999999"
"415","gemene aannemende koelte","2","2","2.9000001"
"416","gemene bramzeilskoelte","2","3","4.5999999"
"417","gemene bramzijlskoelte","2","3","4.5999999"
"418","gemene dubbelgereefde marszeilskoelte","3","6","12.3000002"
"419","gemene frisse aannemende koelte","2","2","2.5999999"
"420","gemene frisse bramzeilskoelte","2","3","4.5999999"
"421","gemene frisse koelte","2","2","2.5999999"
"422","gemene frisse labberkoelte","2","2","2.5999999"
"423","gemene frisse marszeilskoelte","2","4","6.69999981"
"424","gemene frisse ongestadige bramzeilskoelte","2","3","4.9000001"
"425","gemene frisse ongestadige koelte","2","2","2.9000001"
"426","gemene frisse stijve bramzeilskoelte","2","4","7.30000019"
"427","gemene gereefde marszeilskoelte","3","5","9.30000019"
"428","gemene koelte","2","2","2.5999999"
"429","gemene koelten","2","2","2.5999999"
"430","gemene labber","2","2","2.5999999"
"431","gemene labber bramzeilskoelte","2","3","4.5999999"
"432","gemene labbere bramzeilskoelte","2","2","2.5999999"
"433","gemene labberkoelte","2","2","2.5999999"
"434","gemene leijzeijls koelte","2","3","4.5999999"
"435","gemene luchtjes","1","1","1"
"436","gemene marszeilskoelte","2","4","6.69999981"
"437","gemene onderzeilskoelte","4","8","19"
"438","gemene ongestadige bramzeilskoelte","2","3","4.5999999"
"439","gemene ongestadige koelte","2","2","2.5999999"
"440","gemene ongestadige marszeilskoelte","2","4","6.69999981"
"441","gemene overdrijvende bramzeilskoelte","2","3","4.5999999"
"442","gemene slappe bramzeilskoelte","2","2","2.5999999"
"443","gemene slappe gereefde marszeilskoelte","3","5","8.69999981"
"444","gemene slappe koelte","2","2","2.5999999"
"445","gemene stijve bramzeilskoelte","2","4","6.69999981"
"446","gemene stijve koelte","3","6","12.3000002"
"447","gemene stijve marszeilskoelte","3","5","9.30000019"
"448","gemene stille bramzeilskoelte","2","3","4.5999999"
"449","gemene topzeilskoelte","2","4","6.69999981"
"450","gemenen bramzeilskoelte","2","3","4.5999999"
"451","genoegzaam","8",NA,NA
"452","genoegzaam doodstil","1","0","0"
"453","genoegzaam stil","1","0","0"
"454","gepaste bramzeilskoelte","2","3","4.5999999"
"455","gereefd marszeilskoelte","3","5","9.30000019"
"456","gereefd zeil","8",NA,NA
"457","gereefde","8",NA,NA
