"ID","WindForce","CLIWOC.Class","Beaufort","mps"
"1056","ongestadige marszijls","2","4","6.69999981"
"1057","ongestadige meest versse bramzeilskoelte","2","3","4.5999999"
"1058","ongestadige mindere koelte","8",NA,NA
"1059","ongestadige onderzeilskoelte","4","8","19"
"1060","ongestadige slappe koelte","2","2","2.5999999"
"1061","ongestadige stevige bramzeilskoelte","2","3","4.5999999"
"1062","ongestadige stijfgereefde marszeilskoelte","3","5","9.30000019"
"1063","ongestadige stijve","8",NA,NA
"1064","ongestadige stijve afwisselende koelte","3","6","12.3000002"
"1065","ongestadige stijve bramzeilskoelte","2","4","6.69999981"
"1066","ongestadige stijve dichtgereefde marszeilskoelte","3","7","16.2999992"
"1067","ongestadige stijve dubbelgereefde marszeilskoelte","3","6","13.1000004"
"1068","ongestadige stijve gereefde marszeilskoelte","3","6","12.3000002"
"1069","ongestadige stijve gereefde onderzeilskoelte","4","10","26.7999992"
"1070","ongestadige stijve koelte","3","6","12.3000002"
"1071","ongestadige stijve koeltens","3","6","12.3000002"
"1072","ongestadige stijve koeltes","3","6","12.3000002"
"1073","ongestadige stijve marszeilskoelte","3","5","9.30000019"
"1074","ongestadige stijve onderzeilskoelte","4","9","22.6000004"
"1075","ongestadige stijve wind","3","6","12.3000002"
"1076","ongestadige stormachtige wind","4","8","19"
"1077","ongestadige stormbuien","4","9","22.6000004"
"1078","ongestadige uitlopende koelte","2","2","2.5999999"
"1079","ongestadige valwindjes","8",NA,NA
"1080","ongestadige vlagen","8",NA,NA
"1081","ongestadige wind","8",NA,NA
"1082","ongestadige winden","8",NA,NA
"1083","ongestadige zeekoelte","8",NA,NA
"1084","ongestadige zuchtjes","1","1","1"
"1085","ongestadige zware koelte","8",NA,NA
"1086","op en neer","8",NA,NA
"1087","opklarende koelte","8",NA,NA
"1088","opklarende lucht","8",NA,NA
"1089","opkomend zuchtje","1","1","1"
"1090","opkomende koelte","2","2","2.5999999"
"1091","opkomende koelten","2","2","2.5999999"
"1092","opkomende lichte koelte","2","2","2.5999999"
"1093","opkomende wind","2","2","2.5999999"
"1094","opkomende zuchtjes","2","2","2.5999999"
"1095","oplopende wind","2","2","2.5999999"
"1096","opwakkerend","8",NA,NA
"1097","opwakkerend zuchtje","1","1","1.20000005"
"1098","opwakkerende bramzeilskoelte","2","3","4.9000001"
"1099","opwakkerende koelte","2","2","2.5999999"
"1100","opwakkerent","8",NA,NA
"1101","orcaan","4","12","35"
"1102","orcaen","4","12","35"
"1103","orden coelte","2","2","2.5999999"
"1104","ordenaire bramzeilskoelte","2","3","4.5999999"
"1105","ordenare marszeils couwe","2","4","6.69999981"
"1106","ordinaire bramzeilskoelte","2","3","4.5999999"
"1107","ordinaire flauwe bramzeilskoelte","2","3","4.5999999"
"1108","ordinaire koelte","2","2","2.5999999"
"1109","ordinaire labbere bramzeilskoelte","2","3","4.5999999"
"1110","ordinaire marszeilskoelte","2","4","6.69999981"
"1111","ordinaire passaat koelte","2","4","6.69999981"
"1112","orkaan","4","12","35"
"1113","overdrijvende ongestadige koeltes","2","2","2.5999999"
"1114","overhandige storm","4","10","26.7999992"
"1115","passaat","2","4","6.69999981"
"1116","passaat koelte","2","4","6.69999981"
"1117","passaatweer","2","4","6.69999981"
"1118","passaatwind","2","4","6.69999981"
"1119","passat","2","4","6.69999981"
"1120","passat weer","2","4","6.69999981"
"1121","raas winden","8",NA,NA
"1122","redelijke bramzeilskoelte","2","3","4.5999999"
"1123","redelijke koelte","2","2","2.5999999"
"1124","reizende koelte","2","2","2.5999999"
"1125","rijsende koelte","2","2","2.5999999"
"1126","rijzende bramzeilskoelte","2","3","4.5999999"
"1127","rijzende koelte","2","2","2.5999999"
"1128","rond","8",NA,NA
"1129","rondgaande bovenbramzeilskoelte","2","2","2.5999999"
"1130","rondloopende koelte","2","2","2.5999999"
"1131","rondlopend","8",NA,NA
"1132","rondlopend zuchtje","1","1","1"
"1133","rondlopende","8",NA,NA
"1134","rondlopende flauwe koelte","1","1","1"
"1135","rondlopende koelte","8",NA,NA
"1136","rondlopende lichte koelte","1","1","1"
"1137","rondlopende luchtjes","8",NA,NA
"1138","rondlopende wind","8",NA,NA
"1139","rondlopende zuchtjes","1","1","1"
"1140","rondtrekkende koelte","8",NA,NA
"1141","ruwe onderzeilskoelte","4","8","19"
"1142","schraal","8",NA,NA
"1143","schrale wind","8",NA,NA
"1144","schralende","8",NA,NA
"1145","slaer topzeilskoelte","2","4","6.69999981"
"1146","slap","2","2","2.5999999"
"1147","slap bramzeilskoelte","2","3","4"
"1148","slap briesje","2","2","2.5999999"
"1149","slap koeltje","2","2","2.5999999"
"1150","slapjes","2","2","2.5999999"
"1151","slappe","2","2","2.5999999"
"1152","slappe bramzeilskoelte","2","3","4"
"1153","slappe coelte","2","2","2.5999999"
"1154","slappe gemene bramzeilskoelte","2","3","4"
"1155","slappe gemene koelte","2","2","2.5999999"
"1156","slappe gemene labberkoelte","2","2","2.5999999"
"1157","slappe koelte","2","2","2.5999999"
"1158","slappe koelten","2","2","2.5999999"
"1159","slappe koeltens","2","2","2.5999999"
"1160","slappe labbere bramzeilskoelte","2","3","4"
"1161","slappe labberkoelte","2","2","2.5999999"
"1162","slappe luchtje","2","2","2.5999999"
"1163","slappe marszeilskoelte","2","4","6.0999999"
"1164","slappe ongestadige bramzeilskoelte","2","3","4"
"1165","slappe topzeilskoelte","2","4","6.0999999"
"1166","slappe varrieerende koelte","2","2","2.5999999"
"1167","slappen bramzeilskoelte","2","3","4"
"1168","slechts meer wind","8",NA,NA
"1169","soms doodstil","1","0","0"
"1170","soms een luchtje","1","1","1"
"1171","staande marszeilskoelte","2","4","6.69999981"
"1172","stadige bramzeilskoelte","2","3","4.9000001"
"1173","staken een rif in het marszeil","3","5","9.30000019"
"1174","steeds aannemende wind","8",NA,NA
"1175","steeds toenemende wind","8",NA,NA
"1176","steel flauw","8",NA,NA
"1177","steijve gereefde marszeilskoelte","3","5","9.30000019"
"1178","steijve koelte","2","4","6.69999981"
"1179","steive lavant wind","8",NA,NA
"1180","sterk","8",NA,NA
"1181","sterk te waaien","8",NA,NA
"1182","sterk toenemende koude","8",NA,NA
"1183","sterk waaiend","8",NA,NA
"1184","sterke","8",NA,NA
"1185","sterke bovenbramzeilskoelte","2","2","2.9000001"
"1186","sterke bramzeilskoelte","2","3","4.9000001"
"1187","sterke stormwind","4","9","23.5"
"1188","sterke voordelige koelte","8",NA,NA
"1189","sterke wind","8",NA,NA
"1190","stevige bramzeilskoelte","2","3","4.9000001"
"1191","stevige gereefde koelte","8",NA,NA
"1192","stiff topzeilskoelte","2","4","7.30000019"
"1193","stiive bramzeilskoelte","2","3","4.9000001"
"1194","stije marszeilskoelte","2","4","7.30000019"
"1195","stijf aannemende koelte","8",NA,NA
"1196","stijf gereefde marszeilskoelte","3","6","12.3000002"
"1197","stijf opwaaien","3","6","12.3000002"
"1198","stijf te waajen","3","6","12.3000002"
"1199","stijf te wajen","3","6","12.3000002"
"1200","stijf waaien","3","6","12.3000002"
"1201","stijf waaijen","3","6","12.3000002"
"1202","stijf waaijende koelte","3","6","12.3000002"
"1203","stijf waaijende ongestadige koelte","3","6","12.3000002"
"1204","stijf waajen","3","6","12.3000002"
"1205","stijf waijen","8",NA,NA
"1206","stijfe gereefde koelte","8",NA,NA
"1207","stijfgereefde marszeilskoelte","3","6","12.3000002"
"1208","stijve  bramzeilskoelte","2","4","6.69999981"
"1209","stijve 3 reefde marszeilskoelte","3","6","12.3000002"
"1210","stijve aannemende bramzeilskoelte","2","3","4.9000001"
"1211","stijve aannemende koelte","3","6","12.3000002"
"1212","stijve aannemende koeltens","3","6","12.3000002"
"1213","stijve aannemende onderzeilskoelte","4","8","19.7999992"
"1214","stijve aannemende wind","8",NA,NA
"1215","stijve aanwakkerende bramzeilskoelte","2","3","4.9000001"
"1216","stijve aanwakkerende koelte","8",NA,NA
"1217","stijve afnemende bramzeilskoelte","2","3","4"
"1218","stijve afnemende koelte","3","6","11.6000004"
"1219","stijve afnemende marszeilskoelte","2","4","6.69999981"
"1220","stijve betrokken marszeilskoelte","2","4","7.30000019"
"1221","stijve boven bramzeilskoelte","2","2","2.9000001"
"1222","stijve bovenbramzeilskoelte","2","2","2.9000001"
"1223","stijve bovenzeilskoelte","2","2","2.9000001"
"1224","stijve bramzeilskoelte","2","4","6.69999981"
"1225","stijve buien","8",NA,NA
"1226","stijve buiige koelte","3","6","12.3000002"
"1227","stijve buiige marszeilskoelte","3","5","9.30000019"
"1228","stijve coelte","3","6","12.3000002"
"1229","stijve couwe","3","6","12.3000002"
"1230","stijve dichtgereefde marszeilskoelte","3","7","16.2999992"
"1231","stijve dobbelde gereefde marszeilskoelte","3","6","13.1000004"
"1232","stijve doorgaande koelte","3","6","12.3000002"
"1233","stijve doorstaande gereefde marszeilskoelte","3","5","10"
"1234","stijve doorstaande koelte","3","6","12.3000002"
"1235","stijve doorstaande passaatwind","3","5","9.30000019"
"1236","stijve dubbelde gereefde marszeilskoelte","3","6","13.1000004"
"1237","stijve dubbeldgereefde marszeilskoelte","3","6","13.1000004"
"1238","stijve dubbele gereefde marszeilskoelte","3","6","13.1000004"
"1239","stijve dubbelegereefde marszeilskoelte","3","6","12.3000002"
"1240","stijve dubbelgereefde bramzeilskoelte","3","5","10"
"1241","stijve dubbelgereefde koelte","3","5","10"
"1242","stijve dubbelgereefde marszeils couwe","3","6","13.1000004"
"1243","stijve dubbelgereefde marszeilskoelte","3","6","13.1000004"
"1244","stijve dubbelgereefde onderzeilskoelte","4","10","27.3999996"
"1245","stijve en gemene koelte","2","4","7.30000019"
"1246","stijve flauwe bramzeilskoelte","2","3","4.9000001"
"1247","stijve flauwe koelte","8",NA,NA
"1248","stijve frisse bramzeilskoelte","2","3","4.9000001"
"1249","stijve frisse gemene bramzeilskoelte","2","3","4.9000001"
"1250","stijve frisse koelte","3","5","9.30000019"
"1251","stijve gemene bramzeilskoelte","2","3","4.9000001"
"1252","stijve gemene gereefde marszeilskoelte","3","6","12.3000002"
"1253","stijve gemene koelte","2","4","7.30000019"
"1254","stijve gemene marszeils couwe","2","4","7.30000019"
"1255","stijve gemene marszeilskoelte","2","4","7.30000019"
"1256","stijve gemene onderzeilskoelte","4","8","19.7999992"
"1257","stijve gereefde bramzeilskoelte","2","4","6.69999981"
"1258","stijve gereefde koelte","3","7","15.3999996"
"1259","stijve gereefde marszeils","3","6","12.3000002"
"1260","stijve gereefde marszeils couwe","3","6","12.3000002"
"1261","stijve gereefde marszeilskoelte","3","6","12.3000002"
"1262","stijve gereefde marszeilskoelte aannemende","3","6","13.1000004"
"1263","stijve gereefde marzeilskoelte","3","6","12.3000002"
"1264","stijve gereefde onderzeils couwe","4","9","23.5"
"1265","stijve gereefde onderzeilskoelte","4","10","26.7999992"
"1266","stijve gereefde ongestadige marszeilskoelte","3","5","10"
"1267","stijve getopte marszeilskoelte","3","5","10"
"1268","stijve greefde marszeilskoelte","3","5","10"
"1269","stijve koele","3","6","12.3000002"
"1270","stijve koelte","3","6","12.3000002"
"1271","stijve koelte afnemend","3","6","11.6000004"
"1272","stijve koelten","3","6","12.3000002"
"1273","stijve koeltens","3","6","12.3000002"
"1274","stijve koeltes","3","6","12.3000002"
"1275","stijve koeltie","3","6","12.3000002"
"1276","stijve koude","3","6","12.3000002"
"1277","stijve koude lucht","3","6","12.3000002"
"1278","stijve kouwe","3","6","12.3000002"
"1279","stijve labbere bramzeilskoelte","2","3","4.5999999"
"1280","stijve lichte koelte","2","2","2.9000001"
"1281","stijve lucht","3","6","12.3000002"
"1282","stijve marszeils bramzeilskoelte","2","4","6.69999981"
"1283","stijve marszeils couwe","3","5","9.30000019"
"1284","stijve marszeilskoelte","3","5","9.30000019"
"1285","stijve marszeilskoelte aannemend","3","5","10"
"1286","stijve minderende koelte","8",NA,NA
"1287","stijve onderseijlskoelte","4","9","22.6000004"
"1288","stijve onderseilskoelte","4","9","22.6000004"
"1289","stijve onderzeils couwe","4","9","22.6000004"
"1290","stijve onderzeils koelte","4","9","22.6000004"
"1291","stijve onderzeilskoelte","4","9","22.6000004"
"1292","stijve onderzijlskoelte","4","9","22.6000004"
"1293","stijve ongelijke bramzeilskoelte","2","4","6.69999981"
"1294","stijve ongelijke koelte","2","4","6.69999981"
"1295","stijve ongelijke marszeilskoelte","2","4","7.30000019"
"1296","stijve ongenadige bramzeilskoelte","2","3","4.5999999"
"1297","stijve ongestadige aannemende wind","8",NA,NA
"1298","stijve ongestadige bovenbramzeilskoelte","2","2","2.9000001"
"1299","stijve ongestadige bramzeilskoelte","2","3","4.9000001"
"1300","stijve ongestadige dubbelgereefde marszeilskoelte","3","6","13.1000004"
"1301","stijve ongestadige gereefde marszeilskoelte","3","5","10"
"1302","stijve ongestadige koelte","3","6","12.3000002"
"1303","stijve ongestadige marszeilskoelte","2","4","7.30000019"
"1304","stijve ongestadige onderzeilskoelte","4","9","22.6000004"
"1305","stijve ongestadige windbuien","8",NA,NA
"1306","stijve ordinaire bramzeilskoelte","2","4","6.69999981"
"1307","stijve passaat","3","5","9.30000019"
"1308","stijve passaat koelte","3","5","9.30000019"
"1309","stijve passaatkoelte","3","5","9.30000019"
"1310","stijve schrale wind","3","5","9.30000019"
"1311","stijve topzeilskoelte","2","4","7.30000019"
"1312","stijve voordelige koelte","2","4","6.69999981"
"1313","stijve waaien","2","4","6.69999981"
"1314","stijve waajen","2","4","6.69999981"
"1315","stijve waejen","2","4","6.69999981"
"1316","stijve waije","2","4","6.69999981"
"1317","stijve waijen","2","4","6.69999981"
"1318","stijve wind","2","4","6.69999981"
"1319","stijve windbuien","3","5","9.30000019"
"1320","stijve zware gereefde marszeilskoelte","3","7","16.2999992"
"1321","stil","1","0","0"
"1322","stil weder","1","0","0"
"1323","stil weer","1","0","0"
"1324","still","1","0","0"
"1325","stille","1","0","0"
"1326","stille bramzeilskoelte","2","3","4"
"1327","stille koelte","1","0","0"
"1328","stille labberkoelte","2","2","2"
"1329","stilleties","1","0","0"
"1330","stilletjes","1","0","0"
"1331","stillies","1","0","0"
"1332","stilte","1","0","0"
"1333","stiltes","1","0","0"
"1334","stiltetjes","1","0","0"
"1335","stilties","1","0","0"
"1336","stiltjes","1","0","0"
"1337","storm","4","10","26.7999992"
"1338","storm weer","4","9","22.6000004"
"1339","stormachtig","4","8","19"
"1340","stormachtige koelte","4","8","19"
"1341","stormbuien","4","9","22.6000004"
"1342","stormvlagen","4","9","22.6000004"
"1343","stormweder","4","9","22.6000004"
"1344","stormweer","4","9","22.6000004"
"1345","stormwind","4","9","22.6000004"
"1346","straffe bramzeilskoelte","2","3","4.5999999"
"1347","stroum","8",NA,NA
"1348","swaare stormbuy","4","9","22.6000004"
"1349","swaer storm","4","10","26.7999992"
"1350","swaere stormbuij","4","9","22.6000004"
"1351","sware storm","4","10","26.7999992"
"1352","t waaide nog stijf","2","4","6.69999981"
"1353","tamelijk bramzeilskoelte","2","3","4.5999999"
"1354","tamelijke bramzeilskoelte","2","3","4.5999999"
"1355","tamelijke flauwe koelte","1","1","1"
"1356","tamelijke frisse leizeilskoelte","2","3","4.9000001"
"1357","tamelijke koelte","2","3","4.5999999"
"1358","tamelijke koelte ongestadig","2","2","2.5999999"
"1359","tamelijke leizeilskoelte","2","3","4.5999999"
"1360","tamelijke ligt buijige koelte","2","3","4.5999999"
"1361","tamelijke passaatkoelte","2","4","6.69999981"
"1362","tamelijke topzeilskoelte","2","4","6.69999981"
"1363","tijff topzeilskoelte","2","4","7.30000019"
"1364","toenemende","8",NA,NA
"1365","toenemende bramzeilskoelte","2","3","4.9000001"
"1366","toenemende koelte","2","2","2.9000001"
"1367","topzeilskoelte","2","4","6.69999981"
"1368","toupkoelte","2","4","6.69999981"
"1369","toupkoulte","2","4","6.69999981"
"1370","travaat","3","7","15.3999996"
"1371","travaatluchtje","3","7","15.3999996"
"1372","travadige koelten","3","7","15.3999996"
"1373","travadige marszeilskoelte","2","4","6.69999981"
"1374","travados","3","7","15.3999996"
"1375","travatig","3","7","15.3999996"
"1376","travatig stijve koelte","2","4","6.69999981"
"1377","travatige lucht","3","7","15.3999996"
"1378","twee reven in de marszeils","3","6","12.3000002"
"1379","uit- en inlopend","8",NA,NA
"1380","uit- en inlopende gemene bramzeilskoelte","2","3","4.5999999"
"1381","uit- en inlopende wind","8",NA,NA
"1382","uiteenlopende stijve gereefde marszeilskoelte","3","6","12.3000002"
"1383","uitlopende koelte","8",NA,NA
"1384","uitlopende wind","8",NA,NA
"1385","uitschietende gereefde marszeilskoelte","3","5","10"
"1386","uitschietende wind","8",NA,NA
"1387","uitschot van wind","8",NA,NA
"1388","vaiabele koelte","8",NA,NA
"1389","valse koelte","8",NA,NA
"1390","valwinden","8",NA,NA
"1391","valwindjes","8",NA,NA
"1392","variabel","1","1","1"
"1393","variabel bramzeilskoelte","2","3","4.5999999"
"1394","variabel koelte","2","2","2.5999999"
"1395","variabel labber","2","2","2.5999999"
"1396","variabel labberkoelte","2","2","2.5999999"
"1397","variabel luchtje","2","2","2.5999999"
"1398","variabel marszeilskoelte","2","4","6.69999981"
"1399","variabel omlopende winden","8",NA,NA
"1400","variabel ongestadige koelte","2","2","2.5999999"
"1401","variabel still","1","0","0"
"1402","variabel stormachtig","4","8","19"
"1403","variabel weer","8",NA,NA
"1404","variabel wind","8",NA,NA
"1405","variabel zuchtje","8",NA,NA
"1406","variabele","8",NA,NA
"1407","variabele bramzeilskoelte","2","3","4.5999999"
"1408","variabele coelte","2","2","2.5999999"
"1409","variabele flauwe koelte","2","2","2.5999999"
"1410","variabele flauwe koelten","2","2","2.5999999"
"1411","variabele frisse bramzeilskoelte","2","3","4.5999999"
"1412","variabele gereefde marszeilskoelte","3","5","10"
"1413","variabele koelte","1","1","1"
"1414","variabele koelten","1","1","1"
"1415","variabele labbere koelte","2","2","2.5999999"
"1416","variabele labberen","2","2","2.5999999"
"1417","variabele labberkoelte","2","2","2.5999999"
"1418","variabele lichte koelte","2","2","2.5999999"
"1419","variabele luchjes","2","2","2.5999999"
"1420","variabele luchten","2","2","2.5999999"
"1421","variabele luchtjes","8",NA,NA
"1422","variabele marszeilskoelte","2","4","6.69999981"
"1423","variabele onegale koelte","8",NA,NA
"1424","variabele ongestadige koelte","2","2","2.5999999"
"1425","variabele stijve bramzeilskoelte","2","4","6.69999981"
"1426","variabele stiltes","1","1","1"
"1427","variabele wind","8",NA,NA
"1428","variable","8",NA,NA
"1429","variable lucht","8",NA,NA
"1430","varieerende flauwe koelten","1","1","1"
"1431","varierend","8",NA,NA
"1432","varierende bramzeilskoelte","2","3","4.5999999"
"1433","varierende flauwe koelte","1","1","1"
"1434","varierende koelte","2","2","2.5999999"
"1435","varierende koeltes","2","2","2.5999999"
"1436","varierende wind","8",NA,NA
"1437","varierende zuchtjes","1","1","1"
"1438","vaste bramzeilskoelte","2","3","4.5999999"
"1439","veranderlijk","8",NA,NA
"1440","veranderlijke koelte","2","2","2.5999999"
"1441","veranderlijke wind","8",NA,NA
"1442","verdrietige onaangename stilte","1","0","0"
"1443","verflauwende bramzeilskoelte","2","3","4"
"1444","verflauwende koelte","8",NA,NA
"1445","verheffende wind","8",NA,NA
"1446","verloop","8",NA,NA
"1447","verminderende bramzeilskoelte","2","3","4.5999999"
"1448","vervalen winden","8",NA,NA
"1449","vlagen","8",NA,NA
"1450","vliegend stormweder","4","9","27.3999996"
"1451","vliegend stormweer","4","9","27.3999996"
"1452","vliegend verloop van de wind","8",NA,NA
"1453","vliegend verloop van storm","4","10","27.3999996"
"1454","vliegende orkaan","4","12","35"
"1455","vliegende storm","4","10","27.3999996"
"1456","vliegende stormbuien","4","9","23.5"
"1457","vliegende stormweder","4","9","23.5"
"1458","vliegende stormweer","4","9","23.5"
"1459","vliegende stormwind","4","9","23.5"
"1460","vliegende wind","4","9","22.6000004"
"1461","volhandige kouwe","8",NA,NA
"1462","volkomen stilte","1","0","0"
"1463","voordelig wintje","8",NA,NA
"1464","voordelige frisse koelte","3","5","9.30000019"
"1465","vreselijke storm","4","10","27.3999996"
"1466","vrieze bramzeilskoelte","2","3","4.5999999"
"1467","vrieze koelte","3","5","9.30000019"
"1468","vrij gestadige lichte koelte","2","3","4.5999999"
"1469","waaid een halve storm","4","9","21.7000008"
"1470","waaid heel hard","3","7","15.3999996"
"1471","waaid heel sterk","3","7","15.3999996"
"1472","waaid sterk","3","7","15.3999996"
"1473","waaide firment","3","7","15.3999996"
"1474","waaide hard","3","7","15.3999996"
"1475","waaide hart","3","7","15.3999996"
"1476","waaide heel hard","3","7","15.3999996"
"1477","waaide heel hart","3","7","15.3999996"
"1478","waaide heel sterk","3","7","15.3999996"
"1479","waaide nog hard","3","7","15.3999996"
"1480","waaide nog sterk","3","7","15.3999996"
"1481","waaide sterk","3","7","15.3999996"
"1482","waaide stijf (3de rif in de marszeilen)","3","7","15.3999996"
"1483","waaide vreselijke hard","3","7","15.3999996"
"1484","waaide zeer hart","3","7","15.3999996"
"1485","waaide zeer sterk","3","7","15.3999996"
"1486","waaijde hard","3","7","15.3999996"
"1487","waaijde hart","3","7","15.3999996"
"1488","waait hard","3","7","15.3999996"
"1489","waajde sterk","3","7","15.3999996"
"1490","waarde hard","3","7","15.3999996"
"1491","wakkerend","8",NA,NA
"1492","wakkerende koelte","8",NA,NA
"1493","wat afnemende","8",NA,NA
"1494","wat afnemende koelte","8",NA,NA
"1495","weinig","1","1","1"
"1496","weinig aangenomen","8",NA,NA
"1497","weinig aanwakkerend zuchtje","2","2","2.5999999"
"1498","weinig aanwakkerende koelte","2","2","2.5999999"
"1499","weinig afnemende","8",NA,NA
"1500","weinig afnemende flauwe bramzeilskoelte","2","3","4"
"1501","weinig afnemende koelte","8",NA,NA
"1502","weinig afnemende stijve bramzeilskoelte","2","4","6.0999999"
"1503","weinig koelte","1","1","1"
"1504","weinig meerdere koelte","8",NA,NA
"1505","weinig of geen wind","1","1","1"
"1506","weinig ongestadige koelte","2","2","2"
"1507","weinig wind","1","1","1"
"1508","weinige koelte","1","1","1"
"1509","wind aannemende","8",NA,NA
"1510","wind buien","8",NA,NA
"1511","wind fel aannemende","8",NA,NA
"1512","wind nam aan","8",NA,NA
"1513","wind neemt af","8",NA,NA
"1514","wind stilt wat","8",NA,NA
"1515","wind vlagen","8",NA,NA
"1516","windbuien","8",NA,NA
"1517","windstil","1","0","0"
"1518","wintje","8",NA,NA
"1519","wisselende koelte","8",NA,NA
"1520","woeij zeer hart","4","8","19"
"1521","zacht aanwakkerende koelte","2","2","2.9000001"
"1522","zachte koelte","2","2","2.5999999"
"1523","zeemanskoelte","8",NA,NA
"1524","zeer felle storm","4","10","27.3999996"
"1525","zeer flaauw","1","1","0.600000024"
"1526","zeer flauw","1","1","0.600000024"
"1527","zeer flauw rondtrekkend koeltje","1","1","0.600000024"
"1528","zeer flauwe","1","1","0.600000024"
"1529","zeer flauwe koelte","1","1","0.600000024"
"1530","zeer flauwe zuchtjes","1","1","0.600000024"
"1531","zeer geringe koelten","1","1","0.600000024"
"1532","zeer gestadige koelte","2","2","2.5999999"
"1533","zeer harde felle wind","3","7","15.3999996"
"1534","zeer harde wind","3","7","15.3999996"
"1535","zeer harde winden","3","7","15.3999996"
"1536","zeer nadelige wind","8",NA,NA
"1537","zeer onegale bramzeilskoelte","2","3","4.5999999"
"1538","zeer onegale koelte","2","2","2.5999999"
"1539","zeer onegale stijve koelte","3","6","12.3000002"
"1540","zeer ongelijk van wind","8",NA,NA
"1541","zeer ongelijke bramzeilskoelte","2","3","4.5999999"
"1542","zeer ongelijke koelte","2","2","2.5999999"
"1543","zeer ongelijke koelten","2","2","2.5999999"
"1544","zeer ongelijke marszeilskoelte","2","4","6.69999981"
"1545","zeer ongelijke onderzeilskoelte","4","8","19"
"1546","zeer ongestadig","8",NA,NA
"1547","zeer ongestadig bramzeilskoelte","2","3","4.5999999"
"1548","zeer ongestadig iets afnemend","2","2","2"
"1549","zeer ongestadig koelte","2","2","2.5999999"
"1550","zeer ongestadig van wind","8",NA,NA
"1551","zeer ongestadige","8",NA,NA
"1552","zeer ongestadige bramzeilskoelte","2","3","4.5999999"
"1553","zeer ongestadige buien","8",NA,NA
"1554","zeer ongestadige dichtgereefde marszeilskoelte","3","7","15.3999996"
"1555","zeer ongestadige dubbelgereefde onderzeilskoelte","4","10","26.7999992"
"1556","zeer ongestadige flauwe bramzeilskoelte","2","3","4.9000001"
"1557","zeer ongestadige gereefde marszeilskoelte","3","5","9.30000019"
"1558","zeer ongestadige koelte","2","2","2.5999999"
"1559","zeer ongestadige koelten","2","2","2.5999999"
"1560","zeer ongestadige koeltens","2","2","2.5999999"
"1561","zeer ongestadige koeltes","2","2","2.5999999"
"1562","zeer ongestadige marszeilskoelte","2","4","6.69999981"
"1563","zeer ongestadige stijve bramzeilskoelte","2","4","6.69999981"
"1564","zeer ongestadige stijve gereefde marszeilskoelte","3","6","12.3000002"
"1565","zeer ongestadige stijve koelte","3","6","12.3000002"
"1566","zeer sterk te waien","3","6","12.3000002"
"1567","zeer sterke koelte","3","6","12.3000002"
"1568","zeer sterke wind","3","6","12.3000002"
"1569","zeer sterke zeebries","8",NA,NA
"1570","zeer stijf aannemende","8",NA,NA
"1571","zeer stijve gereefde marszeilskoelte","3","6","13.1000004"
"1572","zeer stijve koelte","2","4","7.30000019"
"1573","zeer stil","1","0","0"
"1574","zeer stil weder","1","0","0"
"1575","zeer toenemende koelte","8",NA,NA
"1576","zeer variabel","1","1","1"
"1577","zeer variabele koelte","8",NA,NA
"1578","zeer weinig koelte","1","1","1"
"1579","zeer weinig vertier","1","1","0.600000024"
"1580","zetten alles bij","1","1","1"
"1581","zuchje","1","1","1"
"1582","zucht","1","1","1"
"1583","zuchtje","1","1","1"
"1584","zuchtjes","1","1","1"
"1585","zuggie","1","1","1"
"1586","zugje","1","1","1"
"1587","zugjes","1","1","1"
"1588","zugtje","1","1","1"
"1589","zwaar stormen","4","10","26.7999992"
"1590","zwaar stormweer","4","10","26.7999992"
"1591","zwaar waaien","3","7","15.3999996"
"1592","zwakjes","1","1","1"
"1593","zware koude","8",NA,NA
"1594","zware marszeilskoelte","3","5","10"
"1595","zware onderzeilsbuien","4","9","23.5"
"1596","zware onderzijlsbuien","4","9","23.5"
"1597","zware rukwinden","4","8","19"
"1598","zware storm","4","10","26.7999992"
"1599","zware storm kwam tot bedaren","4","10","25.5"
"1600","zware stormbuien","4","9","22.6000004"
"1601","zware stormwind","4","9","22.6000004"
"1602","zware travaat","4","8","19"
"1603","zware vlagen","4","8","19"
"1604","zware wind","4","8","19"
"1605","zware windbuien","4","8","19"
"1606","zware windvlagen","4","8","19"
