year,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
cases,109873,133792,109860,156517,74715,69479,120718,68687,45030,37129,60886,62786,31732,28295,32148,40005,14809,11468,17749,17135,13005,6799,7717,9718,4810,3285,4249,3036,3287,1759,2402,1738,1010,2177,2063,1623,1730,1248,1895,2463,2276,3589,4195,2823,3450,4157,4570,2719,4083,6586,4617,5137,7796,6564,7405,7288,7867,7580,9771,11647,25827,25616,15632,10454,"13,278","16,858",27550,18719,48277,28639,32971
