state,March_15,April_15,May_15,June_15,July_15,August_15,September_15,October_15,November_15,December_15,January_16,February_16,March_16,state_total,Lon,Lat
AL,0,5106.16,4850.5,6195.12,5632.82,1755.91,4256.1,2144.3,4157.1,11057.17,4889.03,-459.91,0,49584.3,-86.766233,33.001471
AK,0,3351.5,1435,1383,1371.76,2551.35,6620.64,1283.98,935.75,1145.55,1037.91,202.75,0,21319.19,-148.716968,61.288254
AZ,0,13718.36,19284.86,26493.12,11083.74,7140.7,11365.82,5799.91,13412.72,29394.68,5395.99,341.16,0,143431.06,-111.82871,33.373506
AR,0,3209.25,1637,2562.47,1250,798.67,1564.19,1019.71,1062.4,3277.92,1497.24,60,0,17938.85,-92.576816,35.080251
CA,0,115653.28,88297.52,121969.87,43667.09,30530.05,95780.25,41319.82,76391.64,61826.56,36908.47,915.73,0,713260.28,-119.355165,35.458606
CO,0,29802.3,6084.53,22041.53,5365.76,3191.79,7399.18,6255.99,4925.53,7415.53,4533.98,1225,0,98241.12,-105.203628,39.500656
CT,0,8989.52,6481.51,9373.14,-900.2,1318.07,8072.27,2595.61,8849.55,5222.12,4102.4,662.67,0,54766.66,-72.874365,41.494852
DE,0,7101.1,100,1751.6,320.16,290,1285.66,430.48,305.16,1345.75,1088.07,60,0,14077.98,-75.561908,39.397164
DC,0,2050,7301.6,14833.95,3895.16,6000,7423.36,1050,5908.56,1496,2320,585,0,52863.63,-77.014001,38.910092
FL,0,90109.46,35654.42,93097.4,8467.07,15657.19,32768.76,10363.65,31041.7,28235.95,16130.47,330.34,0,361856.41,-81.634622,27.79585
GA,0,24341.2,6802.83,18185.27,5814.83,5958.83,6439.73,5730.3,5472.08,15217.27,6551.1,1320.16,0,101833.6,-83.868887,33.332208
HI,0,4265.91,2466.92,2020.32,3980.16,2304.23,3303.87,1045.07,1156.12,1158.72,1452.6,835,0,23988.92,-157.524452,21.146768
ID,0,3252.75,8285,3698.26,2401.57,3493.75,10646.6,1141.48,1621.23,2219.48,1583.96,303.84,0,38647.92,-115.133222,44.242605
IL,0,22728.1,20246.05,27946.2,10877.04,14234.21,15801.45,8146.91,17684.89,13528.38,21728.61,11773.36,0,184695.2,-88.380238,41.278216
IN,0,10900.95,5813.2,9191.36,3142.52,3405.59,7084.29,5992.02,3367.08,5887.29,5647.66,7550.48,0,67982.44,-86.261515,40.163935
IA,0,14653.2,2363.75,2890,1856.44,2371.87,4157.92,1828.23,3945.64,8521.99,24938.92,1340.32,0,68868.28,-93.049161,41.960392
KS,0,3264.8,3359.67,6149.96,845.48,3073.15,2175.8,866.07,2200.91,3614.23,2918.99,70.16,0,28539.22,-96.536052,38.454303
KY,0,31557.22,32391.42,66580.01,16603.89,11767.31,21306.23,17495.86,2638.37,35267.07,13246.03,-574.52,0,248278.89,-85.241819,37.808159
LA,0,11612.9,3644.5,10455.58,7325.03,6427.98,2273.84,3583.81,3025.8,5751.29,2285.48,225,0,56611.21,-91.457133,30.69927
ME,0,1594.06,1340.5,2866.91,530,1110.61,9740.18,745.16,799.98,1201.51,771.92,311.6,0,21012.43,-69.719931,44.313614
MD,0,2907.35,8268,9571.9,9444,4187.91,6644.41,1866.83,6261.08,6696.7,5786.28,365.32,0,61999.78,-76.797396,39.145653
MA,0,14224.81,4322.27,12159.83,3852.65,2857.62,10486.49,2559.37,4598.16,13135.87,8668.63,310.48,0,77176.18,-71.363628,42.271831
MI,0,19012.21,14140.67,12357.52,79870.11,4435.14,19246.75,5931.71,6246.45,8717.99,12402.17,745.32,0,183106.04,-84.170753,42.866412
